"Birdlife_Name","Birdlife_common.name","Jetz_Name","Jetz_order","Jetz_family","Body_mass","Beak"
"Certhiaxis cinnamomeus","Yellow-chinned Spinetail","Certhiaxis_cinnamomeus","Passeriformes","Furnariidae",15.2,15.3990827524018
"Certhiaxis mustelinus","Red-and-white Spinetail","Certhiaxis_mustelinus","Passeriformes","Furnariidae",14.96,17.0219578407239
"Certhidea fusca","Grey Warbler-finch","Certhidea_olivacea","Passeriformes","Thraupidae",9.5,11.8734207206126
"Certhilauda chuana","Short-clawed Lark","Certhilauda_chuana","Passeriformes","Alaudidae",44.1,16.6609553858133
"Certhilauda curvirostris","Cape Long-billed Lark","Certhilauda_curvirostris","Passeriformes","Alaudidae",40.41,24.7994747229852
"Certhilauda semitorquata","Eastern Long-billed Lark","Certhilauda_semitorquata","Passeriformes","Alaudidae",40.41,21.9995680545662
"Certhilauda subcoronata","Karoo Long-billed Lark","Certhilauda_subcoronata","Passeriformes","Alaudidae",40.41,25.1008353661427
"Certhionyx variegatus","Pied Honeyeater","Certhionyx_variegatus","Passeriformes","Meliphagidae",26.27,19.2698739881162
"Ceryle rudis","Pied Kingfisher","Ceryle_rudis","Coraciiformes","Alcedinidae",84.37,63.5602222674394
"Cettia brunnifrons","Grey-sided Bush-warbler","Cettia_brunnifrons","Passeriformes","Cettidae",7.34,11.7100212363006
"Cettia castaneocoronata","Chestnut-headed Tesia","Tesia_castaneocoronata","Passeriformes","Cettidae",8.94,11.1754742789773
"Cettia cetti","Cetti's Warbler","Cettia_cetti","Passeriformes","Cettidae",13.22,14.6328405444567
"Cettia major","Chestnut-crowned Bush-warbler","Cettia_major","Passeriformes","Cettidae",13,13.4254149724264
"Ceuthmochares aereus","Chattering Yellowbill","Ceuthmochares_aereus","Cuculiformes","Cuculidae",65.8,27.6654089698363
"Ceyx argentatus","Southern Silvery Kingfisher","Alcedo_argentata","Coraciiformes","Alcedinidae",17.84,35.8940166846849
"Ceyx azureus","Azure Kingfisher","Alcedo_azurea","Coraciiformes","Alcedinidae",34.9,49.3294482410792
"Ceyx cajeli","Buru Dwarf-kingfisher","Ceyx_lepidus","Coraciiformes","Alcedinidae",21.32,37.2984507974237
"Ceyx cyanopectus","Northern Indigo-banded Kingfisher","Alcedo_cyanopectus","Coraciiformes","Alcedinidae",21.5,39.3864931873644
"Ceyx erithaca","Oriental Dwarf-kingfisher","Ceyx_erithaca","Coraciiformes","Alcedinidae",17.79,36.4590558995306
"Ceyx fallax","Sulawesi Dwarf-kingfisher","Ceyx_fallax","Coraciiformes","Alcedinidae",18,34.0260704273172
"Ceyx melanurus","North Philippine Dwarf-kingfisher","Ceyx_melanurus","Coraciiformes","Alcedinidae",22.8,34.7033622707892
"Ceyx pusillus","Little Kingfisher","Alcedo_pusilla","Coraciiformes","Alcedinidae",13.3,29.18059791293
"Ceyx websteri","Bismarck Kingfisher","Alcedo_websteri","Coraciiformes","Alcedinidae",60.97,52.9636164694559
"Chaetocercus astreans","Santa Marta Woodstar","Chaetocercus_astreans","Apodiformes","Trochilidae",3.21,16.1163602634333
"Chaetocercus berlepschi","Esmeraldas Woodstar","Chaetocercus_berlepschi","Apodiformes","Trochilidae",3.01,16.1095202215055
"Chaetocercus bombus","Little Woodstar","Chaetocercus_bombus","Apodiformes","Trochilidae",6.5,16.0315410100371
"Chaetocercus heliodor","Gorgeted Woodstar","Chaetocercus_heliodor","Apodiformes","Trochilidae",3.01,16.743542167129
"Chaetocercus jourdanii","Rufous-shafted Woodstar","Chaetocercus_jourdanii","Apodiformes","Trochilidae",3.26,15.3939083382883
"Chaetocercus mulsant","White-bellied Woodstar","Chaetocercus_mulsant","Apodiformes","Trochilidae",3.9,19.8229891281761
"Chaetops aurantius","Drakensberg Rockjumper","Chaetops_aurantius","Passeriformes","Chaetopidae",54.1,21.5366412615085
"Chaetops frenatus","Cape Rockjumper","Chaetops_frenatus","Passeriformes","Chaetopidae",54.99,24.1666421131231
"Chaetorhynchus papuensis","Drongo Fantail","Chaetorhynchus_papuensis","Passeriformes","Dicruridae",37.22,21.5092809193209
"Chaetornis striata","Bristled Grassbird","Chaetornis_striata","Passeriformes","Megaluridae",32,15.6642053468376
"Chaetura brachyura","Short-tailed Swift","Chaetura_brachyura","Apodiformes","Apodidae",18.3,7.89771547899825
"Chaetura chapmani","Chapman's Swift","Chaetura_chapmani","Apodiformes","Apodidae",23.83,8.88842109058867
"Chaetura cinereiventris","Grey-rumped Swift","Chaetura_cinereiventris","Apodiformes","Apodidae",13.9,8.1830044014845
"Chaetura egregia","Pale-rumped Swift","Chaetura_egregia","Apodiformes","Apodidae",23.4,8.61105431108735
"Chaetura fumosa","Costa Rican Swift","Chaetura_fumosa","Apodiformes","Apodidae",15.69,4.80918115200475
"Chaetura martinica","Lesser Antillean Swift","Chaetura_martinica","Apodiformes","Apodidae",12.5,5.1627587787807
"Chaetura meridionalis","Southern Swift","Chaetura_meridionalis","Apodiformes","Apodidae",22.2,9.42950274329633
"Chaetura pelagica","Chimney Swift","Chaetura_pelagica","Apodiformes","Apodidae",23.6,6.86938358517736
"Chaetura spinicaudus","Band-rumped Swift","Chaetura_spinicaudus","Apodiformes","Apodidae",15.69,8.05679598471576
"Chaetura vauxi","Vaux's Swift","Chaetura_vauxi","Apodiformes","Apodidae",17.1,5.35394895150494
"Chalcites basalis","Horsfield's Bronze-cuckoo","Chrysococcyx_basalis","Cuculiformes","Cuculidae",23.12,16.5127315445561
"Chalcites crassirostris","Pied Bronze-cuckoo","Chrysococcyx_crassirostris","","",18.6,17.5889266890474
"Chalcites lucidus","Shining Bronze-cuckoo","Chrysococcyx_lucidus","Cuculiformes","Cuculidae",24.44,18.1600412856787
"Chalcites megarhynchus","Long-billed Cuckoo","Rhamphomantis_megarhynchus","Cuculiformes","Cuculidae",31.5,23.9963477739412
"Chalcites meyerii","White-eared Bronze-cuckoo","Chrysococcyx_meyeri","Cuculiformes","Cuculidae",19.42,16.9341648816131
"Chalcites minutillus","Little Bronze-cuckoo","Chrysococcyx_minutillus","Cuculiformes","Cuculidae",18.6,19.0033453709685
"Chalcites osculans","Black-eared Cuckoo","Chrysococcyx_osculans","Cuculiformes","Cuculidae",30.9,18.9439344357513
"Chalcites ruficollis","Rufous-throated Bronze-cuckoo","Chrysococcyx_ruficollis","Cuculiformes","Cuculidae",21,16.6559620614164
"Chalcomitra adelberti","Buff-throated Sunbird","Nectarinia_adelberti","Passeriformes","Nectariniidae",9.8,20.2149066125061
"Chalcomitra amethystina","Amethyst Sunbird","Nectarinia_amethystina","Passeriformes","Nectariniidae",13.66,24.6166612801979
"Chalcomitra balfouri","Socotra Sunbird","Nectarinia_balfouri","Passeriformes","Nectariniidae",10.95,21.4376855657863
"Chalcomitra fuliginosa","Carmelite Sunbird","Nectarinia_fuliginosa","Passeriformes","Nectariniidae",11.9,24.9018464914318
"Chalcomitra hunteri","Hunter's Sunbird","Nectarinia_hunteri","Passeriformes","Nectariniidae",11.8,26.8423313865252
"Chalcomitra rubescens","Green-throated Sunbird","Nectarinia_rubescens","Passeriformes","Nectariniidae",10.3,20.4595183712985
"Chalcomitra senegalensis","Scarlet-chested Sunbird","Nectarinia_senegalensis","Passeriformes","Nectariniidae",12.24,25.5323786338698
"Chalcoparia singalensis","Ruby-cheeked Sunbird","Anthreptes_singalensis","Passeriformes","Nectariniidae",8.2,14.4563334177657
"Chalcophaps indica","Grey-capped Emerald Dove","Chalcophaps_indica","Columbiformes","Columbidae",136.54,21.4843772667085
"Chalcophaps stephani","Stephan's Dove","Chalcophaps_stephani","Columbiformes","Columbidae",128.98,20.1649413844552
"Chalcopsitta atra","Black Lory","Chalcopsitta_atra","Psittaciformes","Psittacidae",195,30.1517794667333
"Chalcopsitta cardinalis","Cardinal Lory","Chalcopsitta_cardinalis","Psittaciformes","Psittacidae",183,26.2956513522454
"Chalcopsitta duivenbodei","Brown Lory","Chalcopsitta_duivenbodei","Psittaciformes","Psittacidae",218,27.4143330955319
"Chalcopsitta scintillata","Yellow-streaked Lory","Chalcopsitta_sintillata","Psittaciformes","Psittacidae",190,26.2009916182755
"Chalcostigma herrani","Rainbow-bearded Thornbill","Chalcostigma_herrani","Apodiformes","Trochilidae",5.8,16.2913657683374
"Chalcostigma heteropogon","Bronze-tailed Thornbill","Chalcostigma_heteropogon","Apodiformes","Trochilidae",6.1,15.2557971656788
"Chalcostigma olivaceum","Olivaceous Thornbill","Chalcostigma_olivaceum","Apodiformes","Trochilidae",8.5,14.7739530920517
"Chalcostigma ruficeps","Rufous-capped Thornbill","Chalcostigma_ruficeps","Apodiformes","Trochilidae",3.4,15.1126847402033
"Chalcostigma stanleyi","Blue-mantled Thornbill","Chalcostigma_stanleyi","Apodiformes","Trochilidae",5.8,13.3329657459702
"Chalybura buffonii","White-vented Plumeleteer","Chalybura_buffonii","Apodiformes","Trochilidae",6.79,26.8279640955823
"Chalybura urochrysia","Bronze-tailed Plumeleteer","Chalybura_urochrysia","Apodiformes","Trochilidae",6.38,24.8758935493492
"Chamaea fasciata","Wrentit","Chamaea_fasciata","Passeriformes","Timaliidae",14.73,12.8689352965392
"Chamaepetes goudotii","Sickle-winged Guan","Chamaepetes_goudotii","Galliformes","Cracidae",727.67,35.9851247742439
"Chamaepetes unicolor","Black Guan","Chamaepetes_unicolor","Galliformes","Cracidae",1135,38.1326752401181
"Chamaetylas choloensis","Thyolo Alethe","Alethe_choloensis","Passeriformes","Turdidae",41.3,19.3234379046597
"Chamaetylas fuelleborni","White-chested Alethe","Alethe_fuelleborni","Passeriformes","Turdidae",52,22.4043319162536
"Chamaetylas poliocephala","Brown-chested Alethe","Alethe_poliocephala","Passeriformes","Turdidae",32.37,18.8866736851783
"Chamaetylas poliophrys","Red-throated Alethe","Alethe_poliophrys","Passeriformes","Turdidae",35.2,18.7342533229701
"Chamaeza campanisona","Short-tailed Antthrush","Chamaeza_campanisona","Passeriformes","Formicariidae",90.58,22.4750684389472
"Chamaeza meruloides","Cryptic Antthrush","Chamaeza_meruloides","Passeriformes","Formicariidae",69,18.4478778525721
"Chamaeza mollissima","Barred Antthrush","Chamaeza_mollissima","Passeriformes","Formicariidae",72,19.3522361012416
"Chamaeza nobilis","Striated Antthrush","Chamaeza_nobilis","Passeriformes","Formicariidae",123,24.9892825130112
"Chamaeza ruficauda","Rufous-tailed Antthrush","Chamaeza_ruficauda","Passeriformes","Formicariidae",71.2,18.8509537190199
"Chamaeza turdina","Scalloped Antthrush","Chamaeza_turdina","Passeriformes","Formicariidae",98.83,20.6370140190702
"Charadrius alexandrinus","Kentish Plover","Charadrius_alexandrinus","Charadriiformes","Charadriidae",42.3,16.7545308069326
"Charadrius alticola","Puna Plover","Charadrius_alticola","Charadriiformes","Charadriidae",44.9,16.4931678218767
"Charadrius aquilonius","Northern Red-breasted Plover","Charadrius_obscurus","Charadriiformes","Charadriidae",146,28.1281422295794
