Birdlife_Name,Jetz_Name
Kittacincla luzoniensis,Copsychus_luzoniensis
Kittacincla malabarica,Copsychus_malabaricus
Kittacincla nigra,Copsychus_niger
Copsychus saularis,Copsychus_saularis
Copsychus mindanensis,Copsychus_saularis
Copsychus sechellarum,Copsychus_sechellarum
Kittacincla malabarica,Copsychus_stricklandii
Coracias abyssinicus,Coracias_abyssinicus
Coracias affinis,Coracias_affinis
Coracias benghalensis,Coracias_benghalensis
Coracias caudatus,Coracias_caudatus
Coracias cyanogaster,Coracias_cyanogaster
Coracias garrulus,Coracias_garrulus
Coracias naevius,Coracias_naevius
Coracias spatulatus,Coracias_spatulatus
Coracias temminckii,Coracias_temminckii
Celebesica abbotti,Coracina_abbotti
Edolisoma anale,Coracina_analis
Coracina atriceps,Coracina_atriceps
Cyanograucalus azureus,Coracina_azurea
Coracina bicolor,Coracina_bicolor
Coracina boyeri,Coracina_boyeri
Coracina caeruleogrisea,Coracina_caeruleogrisea
Ceblepyris caesius,Coracina_caesia
Coracina caledonica,Coracina_caledonica
Edolisoma ceramense,Coracina_ceramensis
Ceblepyris cinereus,Coracina_cinerea
Edolisoma coerulescens,Coracina_coerulescens
Ceblepyris cucullatus,Coracina_cucullata
Edolisoma dispar,Coracina_dispar
Coracina dobsoni,Coracina_dobsoni
Edolisoma dohertyi,Coracina_dohertyi
Lalage fimbriata,Coracina_fimbriata
Coracina fortis,Coracina_fortis
Ceblepyris graueri,Coracina_graueri
Edolisoma holopolium,Coracina_holopolia
Edolisoma incertum,Coracina_incerta
Coracina papuensis,Coracina_ingens
Edolisoma insperatum,Coracina_insperata
Coracina javensis,Coracina_javensis
Coracina larvata,Coracina_larvata
Coracina leucopygia,Coracina_leucopygia
Coracina lineata,Coracina_lineata
Coracina longicauda,Coracina_longicauda
Coracina macei,Coracina_macei
Coracina maxima,Coracina_maxima
Malindangia mcgregori,Coracina_mcgregori
Lalage melanoptera,Coracina_melanoptera
Edolisoma melas,Coracina_melas
Lalage melaschistos,Coracina_melaschistos
Edolisoma mindanense,Coracina_mindanensis
Edolisoma monacha,Coracina_monacha
Edolisoma montanum,Coracina_montana
Edolisoma morio,Coracina_morio
Edolisoma nesiotis,Coracina_nesiotis
Lalage newtoni,Coracina_newtoni
Coracina novaehollandiae,Coracina_novaehollandiae
Edolisoma ostentum,Coracina_ostenta
Coracina papuensis,Coracina_papuensis
Edolisoma parvulum,Coracina_parvula
Ceblepyris pectoralis,Coracina_pectoralis
Coracina personata,Coracina_personata
Lalage polioptera,Coracina_polioptera
Edolisoma schisticeps,Coracina_remota
Edolisoma salomonis,Coracina_salomonis
Coracina schistacea,Coracina_schistacea
Edolisoma schisticeps,Coracina_schisticeps
Coracina striata,Coracina_striata
Coracina panayensis,Coracina_striata
Edolisoma sula,Coracina_sula
Coracina temminckii,Coracina_temminckii
Edolisoma meyerii,Coracina_tenuirostris
Edolisoma obiense,Coracina_tenuirostris
Edolisoma grayi,Coracina_tenuirostris
Edolisoma pygmaeum,Coracina_tenuirostris
Edolisoma tenuirostre,Coracina_tenuirostris
Edolisoma rostratum,Coracina_tenuirostris
Edolisoma remotum,Coracina_tenuirostris
Lalage typica,Coracina_typica
Coracina welchmani,Coracina_welchmani
Coracopsis barklyi,Coracopsis_barklyi
Coracopsis nigra,Coracopsis_nigra
Coracopsis sibilans,Coracopsis_sibilans
Coracopsis vasa,Coracopsis_vasa
Coracornis raveni,Coracornis_raveni
Coragyps atratus,Coragyps_atratus
Corapipo leucorrhoa,Corapipo_altera
Corapipo gutturalis,Corapipo_gutturalis
Corapipo leucorrhoa,Corapipo_leucorrhoa
Corcorax melanoramphos,Corcorax_melanorhamphos
Cormobates leucophaea,Cormobates_leucophaea
Cormobates placens,Cormobates_placens
Corvinella corvina,Corvinella_corvina
Corvus albicollis,Corvus_albicollis
Corvus albus,Corvus_albus
Corvus bennetti,Corvus_bennetti
Corvus brachyrhynchos,Corvus_brachyrhynchos
Corvus capensis,Corvus_capensis
Corvus caurinus,Corvus_caurinus
Corvus corax,Corvus_corax
Corvus corone,Corvus_cornix
Corvus corone,Corvus_corone
Corvus coronoides,Corvus_coronoides
Corvus crassirostris,Corvus_crassirostris
Corvus cryptoleucus,Corvus_cryptoleucus
Corvus macrorhynchos,Corvus_culminatus
Corvus edithae,Corvus_edithae
Corvus enca,Corvus_enca
Corvus florensis,Corvus_florensis
Corvus frugilegus,Corvus_frugilegus
Corvus fuscicapillus,Corvus_fuscicapillus
Corvus hawaiiensis,Corvus_hawaiiensis
Corvus imparatus,Corvus_imparatus
Corvus jamaicensis,Corvus_jamaicensis
Corvus kubaryi,Corvus_kubaryi
Corvus leucognaphalus,Corvus_leucognaphalus
Corvus macrorhynchos,Corvus_levaillantii
Corvus macrorhynchos,Corvus_macrorhynchos
Corvus meeki,Corvus_meeki
Corvus mellori,Corvus_mellori
Corvus palmarum,Corvus_minutus
Corvus moneduloides,Corvus_moneduloides
Corvus nasicus,Corvus_nasicus
Corvus orru,Corvus_orru
Corvus insularis,Corvus_orru
Corvus ossifragus,Corvus_ossifragus
Corvus palmarum,Corvus_palmarum
Corvus pectoralis,Corvus_pectoralis
Corvus rhipidurus,Corvus_rhipidurus
Corvus ruficollis,Corvus_ruficollis
Corvus sinaloae,Corvus_sinaloae
Corvus splendens,Corvus_splendens
Corvus tasmanicus,Corvus_tasmanicus
Corvus tristis,Corvus_tristis
Corvus typicus,Corvus_typicus
Corvus unicolor,Corvus_unicolor
Corvus validus,Corvus_validus
Corvus violaceus,Corvus_violaceus
Corvus woodfordi,Corvus_woodfordi
Corydon sumatranus,Corydon_sumatranus
Coryphaspiza melanotis,Coryphaspiza_melanotis
Coryphistera alaudina,Coryphistera_alaudina
Coryphospingus cucullatus,Coryphospingus_cucullatus
Coryphospingus pileatus,Coryphospingus_pileatus
Corythaeola cristata,Corythaeola_cristata
Corythaixoides concolor,Corythaixoides_concolor
Corythaixoides leopoldi,Corythaixoides_leopoldi
Criniferoides leucogaster,Corythaixoides_leucogaster
Corythaixoides personatus,Corythaixoides_personatus
Corythopis delalandi,Corythopis_delalandi
Corythopis torquatus,Corythopis_torquatus
Coscoroba coscoroba,Coscoroba_coscoroba
Cossypha albicapillus,Cossypha_albicapilla
Dessonornis mbuluensis,Cossypha_anomala
Dessonornis macclounii,Cossypha_anomala
Dessonornis anomalus,Cossypha_anomala
Dessonornis archeri,Cossypha_archeri
Dessonornis caffer,Cossypha_caffra
Cossypha cyanocampter,Cossypha_cyanocampter
Cossypha dichroa,Cossypha_dichroa
Cossypha heinrichi,Cossypha_heinrichi
Cossypha heuglini,Cossypha_heuglini
Dessonornis humeralis,Cossypha_humeralis
Oreocossypha isabellae,Cossypha_isabellae
Cossypha natalensis,Cossypha_natalensis
Cossypha niveicapilla,Cossypha_niveicapilla
Sheppardia polioptera,Cossypha_polioptera
Cossypha semirufa,Cossypha_semirufa
Cossyphicula roberti,Cossyphicula_roberti
Cotinga amabilis,Cotinga_amabilis
Cotinga cayana,Cotinga_cayana
Cotinga cotinga,Cotinga_cotinga
Cotinga maculata,Cotinga_maculata
Cotinga maynana,Cotinga_maynana
Cotinga nattererii,Cotinga_nattererii
Cotinga ridgwayi,Cotinga_ridgwayi
Coturnicops exquisitus,Coturnicops_exquisitus
Coturnicops notatus,Coturnicops_notatus
Coturnicops noveboracensis,Coturnicops_noveboracensis
Coturnix coromandelica,Coturnix_coromandelica
Coturnix coturnix,Coturnix_coturnix
Coturnix delegorguei,Coturnix_delegorguei
Coturnix japonica,Coturnix_japonica
Coturnix novaezelandiae,Coturnix_novaezelandiae
Coturnix pectoralis,Coturnix_pectoralis
Synoicus ypsilophorus,Coturnix_ypsilophora
Coua caerulea,Coua_caerulea
Coua coquereli,Coua_coquereli
Coua cristata,Coua_cristata
Coua cursor,Coua_cursor
Coua delalandei,Coua_delalandei
Coua gigas,Coua_gigas
Coua olivaceiceps,Coua_olivaceiceps
Coua pyropyga,Coua_pyropyga
Coua reynaudii,Coua_reynaudii
Coua ruficeps,Coua_ruficeps
Coua serriana,Coua_serriana
Coua verreauxi,Coua_verreauxi
Cracticus cassicus,Cracticus_cassicus
Cracticus louisiadensis,Cracticus_louisiadensis
Cracticus mentalis,Cracticus_mentalis
Cracticus nigrogularis,Cracticus_nigrogularis
Melloria quoyi,Cracticus_quoyi
Cracticus argenteus,Cracticus_torquatus
Cracticus torquatus,Cracticus_torquatus
Cranioleuca albicapilla,Cranioleuca_albicapilla
Cranioleuca albiceps,Cranioleuca_albiceps
Cranioleuca antisiensis,Cranioleuca_antisiensis
Cranioleuca baroni,Cranioleuca_baroni
Cranioleuca curtata,Cranioleuca_curtata
Cranioleuca demissa,Cranioleuca_demissa
Cranioleuca dissita,Cranioleuca_dissita
Cranioleuca erythrops,Cranioleuca_erythrops
Thripophaga gutturata,Cranioleuca_gutturata
Cranioleuca hellmayri,Cranioleuca_hellmayri
Cranioleuca henricae,Cranioleuca_henricae
Cranioleuca marcapatae,Cranioleuca_marcapatae
Cranioleuca weskei,Cranioleuca_marcapatae
Cranioleuca muelleri,Cranioleuca_muelleri
Cranioleuca obsoleta,Cranioleuca_obsoleta
Cranioleuca pallida,Cranioleuca_pallida
Cranioleuca pyrrhophia,Cranioleuca_pyrrhophia
Cranioleuca semicinerea,Cranioleuca_semicinerea
Cranioleuca subcristata,Cranioleuca_subcristata
Cranioleuca sulphurifera,Cranioleuca_sulphurifera
Cranioleuca vulpecula,Cranioleuca_vulpecula
Cranioleuca vulpina,Cranioleuca_vulpina
Crateroscelis murina,Crateroscelis_murina
Crateroscelis nigrorufa,Crateroscelis_nigrorufa
Crateroscelis robusta,Crateroscelis_robusta
Crax alberti,Crax_alberti
Crax alector,Crax_alector
Crax blumenbachii,Crax_blumenbachii
Crax daubentoni,Crax_daubentoni
Crax fasciolata,Crax_fasciolata
Crax globulosa,Crax_globulosa
Crax pinima,Crax_pinima
Crax rubra,Crax_rubra
Creagrus furcatus,Creagrus_furcatus
Creatophora cinerea,Creatophora_cinerea
Creurgops dentatus,Creurgops_dentatus
Creurgops verticalis,Creurgops_verticalis
Crex crex,Crex_crex
Crex egregia,Crex_egregia
Crinifer piscator,Crinifer_piscator
Crinifer zonurus,Crinifer_zonurus
Criniger barbatus,Criniger_barbatus
Criniger calurus,Criniger_calurus
Criniger chloronotus,Criniger_chloronotus
Criniger ndussumensis,Criniger_ndussumensis
Criniger olivaceus,Criniger_olivaceus
Serinus alario,Crithagra_alario
Crithagra albogularis,Crithagra_albogularis
Crithagra ankoberensis,Crithagra_ankoberensis
Crithagra atrogularis,Crithagra_atrogularis
Crithagra buchanani,Crithagra_buchanani
Crithagra burtoni,Crithagra_burtoni
Crithagra canicapilla,Crithagra_canicapilla
Crithagra capistrata,Crithagra_capistrata
Crithagra citrinelloides,Crithagra_citrinelloides
Crithagra citrinipectus,Crithagra_citrinipecta
Crithagra donaldsoni,Crithagra_donaldsoni
Crithagra dorsostriata,Crithagra_dorsostriata
Crithagra flavigula,Crithagra_flavigula
Crithagra flaviventris,Crithagra_flaviventris
Crithagra frontalis,Crithagra_frontalis
Crithagra gularis,Crithagra_gularis
Crithagra hyposticta,Crithagra_hyposticta
Crithagra koliensis,Crithagra_koliensis
Crithagra leucoptera,Crithagra_leucoptera
Crithagra leucopygia,Crithagra_leucopygia
Crithagra melanochroa,Crithagra_melanochroa
Crithagra menachensis,Crithagra_menachensis
Crithagra mennelli,Crithagra_mennelli
Crithagra mozambica,Crithagra_mozambica
Crithagra reichardi,Crithagra_reichardi
Crithagra striatipectus,Crithagra_reichardi
Crithagra reichenowi,Crithagra_reichenowi
Crithagra rothschildi,Crithagra_rothschildi
Crithagra rufobrunnea,Crithagra_rufobrunnea
Crithagra scotops,Crithagra_scotops
Crithagra striolata,Crithagra_striolata
Crithagra sulphurata,Crithagra_sulphurata
Crithagra symonsi,Crithagra_symonsi
Crithagra totta,Crithagra_totta
Crithagra tristriata,Crithagra_tristriata
Crithagra striolata,Crithagra_whytii
Crithagra xantholaema,Crithagra_xantholaema
Crithagra xanthopygia,Crithagra_xanthopygia
Laniellus albonotatus,Crocias_albonotatus
Laniellus langbianis,Crocias_langbianis
Crossleyia xanthophrys,Crossleyia_xanthophrys
Crossoptilon auritum,Crossoptilon_auritum
Crossoptilon crossoptilon,Crossoptilon_crossoptilon
Crossoptilon harmani,Crossoptilon_harmani
Crossoptilon mantchuricum,Crossoptilon_mantchuricum
Crotophaga ani,Crotophaga_ani
Crotophaga major,Crotophaga_major
Crotophaga sulcirostris,Crotophaga_sulcirostris
Crypsirina cucullata,Crypsirina_cucullata
Crypsirina temia,Crypsirina_temia
Cryptillas victorini,Cryptillas_victorini
Cryptophaps poecilorrhoa,Cryptophaps_poecilorrhoa
Cryptospiza jacksoni,Cryptospiza_jacksoni
Cryptospiza reichenovii,Cryptospiza_reichenovii
Cryptospiza salvadorii,Cryptospiza_salvadorii
Cryptospiza shelleyi,Cryptospiza_shelleyi
Cryptosylvicola randrianasoloi,Cryptosylvicola_randrianasoloi
Crypturellus atrocapillus,Crypturellus_atrocapillus
Crypturellus bartletti,Crypturellus_bartletti
Crypturellus berlepschi,Crypturellus_berlepschi
Crypturellus boucardi,Crypturellus_boucardi
Crypturellus brevirostris,Crypturellus_brevirostris
Crypturellus casiquiare,Crypturellus_casiquiare
Crypturellus cinereus,Crypturellus_cinereus
Crypturellus cinnamomeus,Crypturellus_cinnamomeus
Crypturellus duidae,Crypturellus_duidae
Crypturellus erythropus,Crypturellus_erythropus
Crypturellus kerriae,Crypturellus_kerriae
Crypturellus noctivagus,Crypturellus_noctivagus
Crypturellus obsoletus,Crypturellus_obsoletus
Crypturellus occidentalis,Crypturellus_occidentalis
Crypturellus parvirostris,Crypturellus_parvirostris
Crypturellus ptaritepui,Crypturellus_ptaritepui
Crypturellus soui,Crypturellus_soui
Crypturellus strigulosus,Crypturellus_strigulosus
Crypturellus tataupa,Crypturellus_tataupa
Crypturellus transfasciatus,Crypturellus_transfasciatus
Crypturellus undulatus,Crypturellus_undulatus
Crypturellus variegatus,Crypturellus_variegatus
Cuculus canorus,Cuculus_canorus
Cuculus clamosus,Cuculus_clamosus
Cuculus crassirostris,Cuculus_crassirostris
Cuculus gularis,Cuculus_gularis
Cuculus lepidus,Cuculus_lepidus
Cuculus micropterus,Cuculus_micropterus
Cuculus saturatus,Cuculus_optatus
Cuculus poliocephalus,Cuculus_poliocephalus
Cuculus rochii,Cuculus_rochii
Cuculus saturatus,Cuculus_saturatus
Cuculus solitarius,Cuculus_solitarius
Culicicapa ceylonensis,Culicicapa_ceylonensis
Culicicapa helianthea,Culicicapa_helianthea
Culicivora caudacuta,Culicivora_caudacuta
Curaeus curaeus,Curaeus_curaeus
Anumara forbesi,Curaeus_forbesi
Cursorius coromandelicus,Cursorius_coromandelicus
Cursorius cursor,Cursorius_cursor
Cursorius rufus,Cursorius_rufus
Cursorius somalensis,Cursorius_somalensis
Cursorius temminckii,Cursorius_temminckii
Cutia legalleni,Cutia_legalleni
Cutia nipalensis,Cutia_nipalensis
Cyanerpes caeruleus,Cyanerpes_caeruleus
Cyanerpes cyaneus,Cyanerpes_cyaneus
Cyanerpes lucidus,Cyanerpes_lucidus
Cyanerpes nitidus,Cyanerpes_nitidus
Cyanicterus cyanicterus,Cyanicterus_cyanicterus
Cyanistes caeruleus,Cyanistes_caeruleus
Cyanistes cyanus,Cyanistes_cyanus
Cyanochen cyanoptera,Cyanochen_cyanoptera
Cyanocitta cristata,Cyanocitta_cristata
Cyanocitta stelleri,Cyanocitta_stelleri
Cyanoloxia brissonii,Cyanocompsa_brissonii
Cyanoloxia rothschildii,Cyanocompsa_cyanoides
Cyanoloxia cyanoides,Cyanocompsa_cyanoides
Cyanocompsa parellina,Cyanocompsa_parellina
Cyanocorax affinis,Cyanocorax_affinis
Cyanocorax beecheii,Cyanocorax_beecheii
Cyanocorax coeruleus,Cyanocorax_caeruleus
Cyanocorax cayanus,Cyanocorax_cayanus
Cyanocorax chrysops,Cyanocorax_chrysops
Cyanocorax cristatellus,Cyanocorax_cristatellus
Cyanocorax cyanomelas,Cyanocorax_cyanomelas
Cyanocorax cyanopogon,Cyanocorax_cyanopogon
Cyanocorax dickeyi,Cyanocorax_dickeyi
Cyanocorax hafferi,Cyanocorax_heilprini
Cyanocorax heilprini,Cyanocorax_heilprini
Cyanocorax yncas,Cyanocorax_luxuosus
Cyanocorax melanocyaneus,Cyanocorax_melanocyaneus
Cyanocorax morio,Cyanocorax_morio
Cyanocorax mystacalis,Cyanocorax_mystacalis
Cyanocorax sanblasianus,Cyanocorax_sanblasianus
Cyanocorax violaceus,Cyanocorax_violaceus
Cyanocorax yncas,Cyanocorax_yncas
Cyanocorax yucatanicus,Cyanocorax_yucatanicus
Cyanolanius comorensis,Cyanolanius_madagascarinus
Cyanolanius madagascarinus,Cyanolanius_madagascarinus
Cyanolimnas cerverai,Cyanolimnas_cerverai
Cyanoliseus patagonus,Cyanoliseus_patagonus
Cyanoloxia glaucocaerulea,Cyanoloxia_glaucocaerulea
Cyanolyca argentigula,Cyanolyca_argentigula
Cyanolyca armillata,Cyanolyca_armillata
Cyanolyca quindiuna,Cyanolyca_armillata
Cyanolyca cucullata,Cyanolyca_cucullata
Cyanolyca mirabilis,Cyanolyca_mirabilis
Cyanolyca nanus,Cyanolyca_nana
Cyanolyca pulchra,Cyanolyca_pulchra
Cyanolyca pumilo,Cyanolyca_pumilo
Cyanolyca turcosa,Cyanolyca_turcosa
Cyanolyca viridicyanus,Cyanolyca_viridicyanus
Cyanomitra alinae,Cyanomitra_alinae
Cyanomitra bannermani,Cyanomitra_bannermani
Cyanomitra cyanolaema,Cyanomitra_cyanolaema
Cyanomitra olivacea,Cyanomitra_olivacea
Cyanomitra oritis,Cyanomitra_oritis
Cyanomitra verreauxii,Cyanomitra_veroxii
Cyanomitra verticalis,Cyanomitra_verticalis
Cyanophaia bicolor,Cyanophaia_bicolor
Cyanopica cooki,Cyanopica_cooki
Cyanopica cyanus,Cyanopica_cyanus
Cyanopsitta spixii,Cyanopsitta_spixii
Cyanoptila cyanomelana,Cyanoptila_cyanomelana
Cyanoptila cumatilis,Cyanoptila_cyanomelana
Cyanoramphus auriceps,Cyanoramphus_auriceps
Cyanoramphus novaezelandiae,Cyanoramphus_cookii
Cyanoramphus forbesi,Cyanoramphus_forbesi
Cyanoramphus novaezelandiae,Cyanoramphus_hochstetteri
Cyanoramphus malherbi,Cyanoramphus_malherbi
Cyanoramphus novaezelandiae,Cyanoramphus_novaezelandiae
Cyanoramphus novaezelandiae,Cyanoramphus_saisseti
Cyanoramphus ulietanus,Cyanoramphus_ulietanus
Cyanoramphus unicolor,Cyanoramphus_unicolor
Cyanoramphus zealandicus,Cyanoramphus_zealandicus
Cyclarhis gujanensis,Cyclarhis_gujanensis
Cyclarhis nigrirostris,Cyclarhis_nigrirostris
Cyclopsitta amabilis,Cyclopsitta_amabilis
Cyclopsitta coxeni,Cyclopsitta_coxeni
Cyclopsitta diophthalma,Cyclopsitta_diophthalma
Cyclopsitta gulielmitertii,Cyclopsitta_gulielmitertii
Cyclopsitta melanogenia,Cyclopsitta_melanogenia
Cyclopsitta nigrifrons,Cyclopsitta_nigrifrons
Cygnus atratus,Cygnus_atratus
Cygnus buccinator,Cygnus_buccinator
Cygnus columbianus,Cygnus_columbianus
Cygnus cygnus,Cygnus_cygnus
Cygnus melancoryphus,Cygnus_melancoryphus
Cygnus olor,Cygnus_olor
Cymbilaimus lineatus,Cymbilaimus_lineatus
Cymbilaimus sanctaemariae,Cymbilaimus_sanctaemariae
Cymbirhynchus macrorhynchos,Cymbirhynchus_macrorhynchos
Cymbirhynchus affinis,Cymbirhynchus_macrorhynchos
Cynanthus doubledayi,Cynanthus_doubledayi
Cynanthus latirostris,Cynanthus_latirostris
Cynanthus lawrencei,Cynanthus_lawrencei
Cynanthus sordidus,Cynanthus_sordidus
Cyornis banyumas,Cyornis_banyumas
Cyornis caerulatus,Cyornis_caerulatus
Cyornis concretus,Cyornis_concretus
Cyornis djampeanus,Cyornis_djampeanus
Cyornis glaucicomans,Cyornis_glaucicomans
Cyornis hainanus,Cyornis_hainanus
Cyornis camarinensis,Cyornis_herioti
Cyornis herioti,Cyornis_herioti
Cyornis hoevelli,Cyornis_hoevelli
Cyornis hyacinthinus,Cyornis_hyacinthinus
Cyornis lemprieri,Cyornis_lemprieri
Cyornis magnirostris,Cyornis_magnirostris
Cyornis omissus,Cyornis_omissus
Cyornis pallidipes,Cyornis_pallipes
Cyornis poliogenys,Cyornis_poliogenys
Cyornis rubeculoides,Cyornis_rubeculoides
Cyornis ruckii,Cyornis_rucki
Cyornis rufigastra,Cyornis_rufigastra
Cyornis sanfordi,Cyornis_sanfordi
Cyornis superbus,Cyornis_superbus
Cyornis tickelliae,Cyornis_tickelliae
Cyornis sumatrensis,Cyornis_tickelliae
Cyornis turcosus,Cyornis_turcosus
Cyornis unicolor,Cyornis_unicolor
Cyphorhinus arada,Cyphorhinus_arada
Cyphorhinus phaeocephalus,Cyphorhinus_phaeocephalus
Cyphorhinus dichrous,Cyphorhinus_thoracicus
Cyphorhinus thoracicus,Cyphorhinus_thoracicus
Cypseloides cherriei,Cypseloides_cherriei
Cypseloides cryptus,Cypseloides_cryptus
Cypseloides fumigatus,Cypseloides_fumigatus
Cypseloides lemosi,Cypseloides_lemosi
Cypseloides niger,Cypseloides_niger
Cypseloides rothschildi,Cypseloides_rothschildi
Cypseloides senex,Cypseloides_senex
Cypseloides storeri,Cypseloides_storeri
Cypsiurus balasiensis,Cypsiurus_balasiensis
Cypsiurus parvus,Cypsiurus_parvus
Cypsnagra hirundinacea,Cypsnagra_hirundinacea
Cyrtonyx montezumae,Cyrtonyx_montezumae
Cyrtonyx ocellatus,Cyrtonyx_ocellatus
Cyrtonyx sallei,Cyrtonyx_sallei
Dacelo gaudichaud,Dacelo_gaudichaud
Dacelo leachii,Dacelo_leachii
Dacelo novaeguineae,Dacelo_novaeguineae
Dacelo tyro,Dacelo_tyro
Dacnis albiventris,Dacnis_albiventris
Dacnis berlepschi,Dacnis_berlepschi
Dacnis cayana,Dacnis_cayana
Dacnis egregia,Dacnis_egregia
Dacnis flaviventer,Dacnis_flaviventer
Dacnis hartlaubi,Dacnis_hartlaubi
Dacnis lineata,Dacnis_lineata
Dacnis nigripes,Dacnis_nigripes
Dacnis venusta,Dacnis_venusta
Dacnis viguieri,Dacnis_viguieri
Dactylortyx thoracicus,Dactylortyx_thoracicus
Juliamyia julie,Damophila_julie
Daphoenositta chrysoptera,Daphoenositta_chrysoptera
Daphoenositta miranda,Daphoenositta_miranda
Daphoenositta papuensis,Daphoenositta_papuensis
Daption capense,Daption_capense
Daptrius ater,Daptrius_ater
Dasycrotapha speciosa,Dasycrotapha_speciosa
Lepidogrammus cumingi,Dasylophus_cumingi
Dasylophus superciliosus,Dasylophus_superciliosus
Dasyornis brachypterus,Dasyornis_brachypterus
Dasyornis broadbenti,Dasyornis_broadbenti
Dasyornis longirostris,Dasyornis_longirostris
Deconychura longicauda,Deconychura_longicauda
Deconychura pallida,Deconychura_longicauda
Deconychura typica,Deconychura_longicauda
Certhiasomus stictolaemus,Deconychura_stictolaema
Deleornis axillaris,Deleornis_axillaris
Deleornis fraseri,Deleornis_fraseri
Delichon dasypus,Delichon_dasypus
Delichon nipalense,Delichon_nipalense
Delichon lagopodum,Delichon_urbicum
Delichon urbicum,Delichon_urbicum
Dubusia castaneoventris,Delothraupis_castaneoventris
Deltarhynchus flammulatus,Deltarhynchus_flammulatus
Dendragapus fuliginosus,Dendragapus_fuliginosus
Dendragapus obscurus,Dendragapus_obscurus
Dendrexetastes rufigula,Dendrexetastes_rufigula
Dendrocincla anabatina,Dendrocincla_anabatina
Dendrocincla fuliginosa,Dendrocincla_fuliginosa
Dendrocincla homochroa,Dendrocincla_homochroa
Dendrocincla merula,Dendrocincla_merula
Dendrocincla turdina,Dendrocincla_turdina
Dendrocincla tyrannina,Dendrocincla_tyrannina
Dendrocitta bayleii,Dendrocitta_bayleyi
Dendrocitta cinerascens,Dendrocitta_cinerascens
Dendrocitta formosae,Dendrocitta_formosae
Dendrocitta frontalis,Dendrocitta_frontalis
Dendrocitta leucogastra,Dendrocitta_leucogastra
Dendrocitta occipitalis,Dendrocitta_occipitalis
Dendrocitta vagabunda,Dendrocitta_vagabunda
Dendrocolaptes certhia,Dendrocolaptes_certhia
Dendrocolaptes hoffmannsi,Dendrocolaptes_hoffmannsi
Dendrocolaptes picumnus,Dendrocolaptes_picumnus
Dendrocolaptes platyrostris,Dendrocolaptes_platyrostris
Dendrocolaptes sanctithomae,Dendrocolaptes_sanctithomae
Dendrocolaptes punctipectus,Dendrocolaptes_sanctithomae
Dendrocopos analis,Dendrocopos_analis
Dendrocopos assimilis,Dendrocopos_assimilis
Dendrocopos atratus,Dendrocopos_atratus
Leiopicus auriceps,Dendrocopos_auriceps
Picoides canicapillus,Dendrocopos_canicapillus
Dryobates cathpharius,Dendrocopos_cathpharius
Dendrocopos darjellensis,Dendrocopos_darjellensis
Dendropicos dorae,Dendrocopos_dorae
Dendrocopos himalayensis,Dendrocopos_himalayensis
Dendrocopos hyperythrus,Dendrocopos_hyperythrus
Picoides kizuki,Dendrocopos_kizuki
Dendrocopos leucopterus,Dendrocopos_leucopterus
Dendrocopos leucotos,Dendrocopos_leucotos
Dendrocopos macei,Dendrocopos_macei
Picoides maculatus,Dendrocopos_maculatus
Leiopicus mahrattensis,Dendrocopos_mahrattensis
Dendrocopos major,Dendrocopos_major
Leiopicus medius,Dendrocopos_medius
Dryobates minor,Dendrocopos_minor
Picoides moluccensis,Dendrocopos_moluccensis
Picoides nanus,Dendrocopos_nanus
Dendrocopos owstoni,Dendrocopos_owstoni
Picoides ramsayi,Dendrocopos_ramsayi
Dendrocopos syriacus,Dendrocopos_syriacus
Picoides temminckii,Dendrocopos_temminckii
Dendrocygna arborea,Dendrocygna_arborea
Dendrocygna arcuata,Dendrocygna_arcuata
Dendrocygna autumnalis,Dendrocygna_autumnalis
Dendrocygna bicolor,Dendrocygna_bicolor
Dendrocygna eytoni,Dendrocygna_eytoni
Dendrocygna guttata,Dendrocygna_guttata
Dendrocygna javanica,Dendrocygna_javanica
Dendrocygna viduata,Dendrocygna_viduata
Setophaga adelaidae,Dendroica_adelaidae
Setophaga angelae,Dendroica_angelae
Setophaga caerulescens,Dendroica_caerulescens
Setophaga castanea,Dendroica_castanea
Setophaga cerulea,Dendroica_cerulea
Setophaga chrysoparia,Dendroica_chrysoparia
Setophaga coronata,Dendroica_coronata
Setophaga auduboni,Dendroica_coronata
Setophaga delicata,Dendroica_delicata
Setophaga discolor,Dendroica_discolor
Setophaga dominica,Dendroica_dominica
Setophaga petechia,Dendroica_erithachorides
Setophaga flavescens,Dendroica_flavescens
Setophaga fusca,Dendroica_fusca
Setophaga graciae,Dendroica_graciae
Setophaga kirtlandii,Dendroica_kirtlandii
Setophaga magnolia,Dendroica_magnolia
Setophaga nigrescens,Dendroica_nigrescens
Setophaga occidentalis,Dendroica_occidentalis
Setophaga palmarum,Dendroica_palmarum
Setophaga pensylvanica,Dendroica_pensylvanica
Setophaga petechia,Dendroica_petechia
Setophaga pharetra,Dendroica_pharetra
Setophaga pinus,Dendroica_pinus
Setophaga pityophila,Dendroica_pityophila
Setophaga plumbea,Dendroica_plumbea
Setophaga striata,Dendroica_striata
Setophaga subita,Dendroica_subita
Setophaga tigrina,Dendroica_tigrina
Setophaga townsendi,Dendroica_townsendi
Setophaga virens,Dendroica_virens
Setophaga vitellina,Dendroica_vitellina
Dendronanthus indicus,Dendronanthus_indicus
Dendroperdix sephaena,Dendroperdix_sephaena
