"Birdlife_Name","Jetz_Name"
"Corvus orru","Corvus_orru"
"Corvus ossifragus","Corvus_ossifragus"
"Corvus palmarum","Corvus_palmarum"
"Corvus pectoralis","Corvus_torquatus"
"Corvus rhipidurus","Corvus_rhipidurus"
"Corvus ruficollis","Corvus_ruficollis"
"Corvus sinaloae","Corvus_sinaloae"
"Corvus splendens","Corvus_splendens"
"Corvus tasmanicus","Corvus_tasmanicus"
"Corvus tristis","Corvus_tristis"
"Corvus typicus","Corvus_typicus"
"Corvus unicolor","Corvus_unicolor"
"Corvus validus","Corvus_validus"
"Corvus violaceus","Corvus_enca"
"Corvus woodfordi","Corvus_woodfordi"
"Corydon sumatranus","Corydon_sumatranus"
"Corydospiza alaudina","Phrygilus_alaudinus"
"Corydospiza carbonaria","Phrygilus_carbonarius"
"Coryphaspiza melanotis","Coryphaspiza_melanotis"
"Coryphistera alaudina","Coryphistera_alaudina"
"Coryphospingus cucullatus","Coryphospingus_cucullatus"
"Coryphospingus pileatus","Coryphospingus_pileatus"
"Corythaeola cristata","Corythaeola_cristata"
"Corythaixoides concolor","Corythaixoides_concolor"
"Corythaixoides leopoldi","Corythaixoides_personatus"
"Corythaixoides personatus","Corythaixoides_personatus"
"Corythopis delalandi","Corythopis_delalandi"
"Corythopis torquatus","Corythopis_torquatus"
"Corythornis cristatus","Alcedo_cristata"
"Corythornis leucogaster","Alcedo_leucogaster"
"Corythornis madagascariensis","Ceyx_madagascariensis"
"Corythornis nais","Alcedo_cristata"
"Corythornis thomensis","Alcedo_cristata"
"Corythornis vintsioides","Alcedo_vintsioides"
"Coscoroba coscoroba","Coscoroba_coscoroba"
"Cossypha albicapillus","Cossypha_albicapilla"
"Cossypha cyanocampter","Cossypha_cyanocampter"
"Cossypha dichroa","Cossypha_dichroa"
"Cossypha heinrichi","Cossypha_heinrichi"
"Cossypha heuglini","Cossypha_heuglini"
"Cossypha natalensis","Cossypha_natalensis"
"Cossypha niveicapilla","Cossypha_niveicapilla"
"Cossypha semirufa","Cossypha_semirufa"
"Cossyphicula roberti","Cossyphicula_roberti"
"Cotinga amabilis","Cotinga_amabilis"
"Cotinga cayana","Cotinga_cayana"
"Cotinga cotinga","Cotinga_cotinga"
"Cotinga maculata","Cotinga_maculata"
"Cotinga maynana","Cotinga_maynana"
"Cotinga nattererii","Cotinga_nattererii"
"Cotinga ridgwayi","Cotinga_ridgwayi"
"Coturnicops exquisitus","Coturnicops_exquisitus"
"Coturnicops notatus","Coturnicops_notatus"
"Coturnicops noveboracensis","Coturnicops_noveboracensis"
"Coturnix coromandelica","Coturnix_coromandelica"
"Coturnix coturnix","Coturnix_coturnix"
"Coturnix delegorguei","Coturnix_delegorguei"
"Coturnix japonica","Coturnix_japonica"
"Coturnix novaezelandiae",NA
"Coturnix pectoralis","Coturnix_pectoralis"
"Coua caerulea","Coua_caerulea"
"Coua coquereli","Coua_coquereli"
"Coua cristata","Coua_cristata"
"Coua cursor","Coua_cursor"
"Coua delalandei",NA
"Coua gigas","Coua_gigas"
"Coua olivaceiceps","Coua_ruficeps"
"Coua pyropyga","Coua_cristata"
"Coua reynaudii","Coua_reynaudii"
"Coua ruficeps","Coua_ruficeps"
"Coua serriana","Coua_serriana"
"Coua verreauxi","Coua_verreauxi"
"Cracticus argenteus","Cracticus_torquatus"
"Cracticus cassicus","Cracticus_cassicus"
"Cracticus louisiadensis","Cracticus_louisiadensis"
"Cracticus mentalis","Cracticus_mentalis"
"Cracticus nigrogularis","Cracticus_nigrogularis"
"Cracticus torquatus","Cracticus_torquatus"
"Cranioleuca albicapilla","Cranioleuca_albicapilla"
"Cranioleuca albiceps","Cranioleuca_albiceps"
"Cranioleuca antisiensis","Cranioleuca_antisiensis"
"Cranioleuca baroni","Cranioleuca_baroni"
"Cranioleuca berlepschi","Thripophaga_berlepschi"
"Cranioleuca curtata","Cranioleuca_curtata"
"Cranioleuca demissa","Cranioleuca_demissa"
"Cranioleuca dissita","Cranioleuca_dissita"
"Cranioleuca erythrops","Cranioleuca_erythrops"
"Cranioleuca hellmayri","Cranioleuca_hellmayri"
"Cranioleuca henricae","Cranioleuca_henricae"
"Cranioleuca marcapatae","Cranioleuca_marcapatae"
"Cranioleuca muelleri","Cranioleuca_muelleri"
"Cranioleuca obsoleta","Cranioleuca_obsoleta"
"Cranioleuca pallida","Cranioleuca_pallida"
"Cranioleuca pyrrhophia","Cranioleuca_pyrrhophia"
"Cranioleuca semicinerea","Cranioleuca_semicinerea"
"Cranioleuca subcristata","Cranioleuca_subcristata"
"Cranioleuca sulphurifera","Cranioleuca_sulphurifera"
"Cranioleuca vulpecula","Cranioleuca_vulpecula"
"Cranioleuca vulpina","Cranioleuca_vulpina"
"Cranioleuca weskei","Cranioleuca_marcapatae"
"Crateroscelis murina","Crateroscelis_murina"
"Crateroscelis nigrorufa","Crateroscelis_nigrorufa"
"Crateroscelis robusta","Crateroscelis_robusta"
"Crax alberti","Crax_alberti"
"Crax alector","Crax_alector"
"Crax blumenbachii","Crax_blumenbachii"
"Crax daubentoni","Crax_daubentoni"
"Crax fasciolata","Crax_fasciolata"
"Crax globulosa","Crax_globulosa"
"Crax pinima","Crax_fasciolata"
"Crax rubra","Crax_rubra"
"Creagrus furcatus","Creagrus_furcatus"
"Creatophora cinerea","Creatophora_cinerea"
"Creurgops dentatus","Creurgops_dentatus"
"Creurgops verticalis","Creurgops_verticalis"
"Crex crex","Crex_crex"
"Crex egregia","Crecopsis_egregia"
"Crinifer piscator","Crinifer_piscator"
"Crinifer zonurus","Crinifer_zonurus"
"Criniferoides leucogaster","Corythaixoides_leucogaster"
"Criniger barbatus","Criniger_barbatus"
"Criniger calurus","Criniger_calurus"
"Criniger chloronotus","Criniger_chloronotus"
"Criniger ndussumensis","Criniger_ndussumensis"
"Criniger olivaceus","Criniger_olivaceus"
"Crithagra albogularis","Serinus_albogularis"
"Crithagra ankoberensis","Serinus_ankoberensis"
"Crithagra atrogularis","Serinus_atrogularis"
"Crithagra buchanani","Serinus_buchanani"
"Crithagra burtoni","Serinus_burtoni"
"Crithagra canicapilla","Serinus_gularis"
"Crithagra capistrata","Serinus_capistratus"
"Crithagra citrinelloides","Serinus_citrinelloides"
"Crithagra citrinipectus","Serinus_citrinipectus"
"Crithagra concolor","Neospiza_concolor"
"Crithagra donaldsoni","Serinus_donaldsoni"
"Crithagra dorsostriata","Serinus_dorsostriatus"
"Crithagra flavigula","Serinus_flavigula"
"Crithagra flaviventris","Serinus_flaviventris"
"Crithagra frontalis","Serinus_frontalis"
"Crithagra gularis","Serinus_gularis"
"Crithagra hyposticta","Serinus_hypostictus"
"Crithagra koliensis","Serinus_koliensis"
"Crithagra leucoptera","Serinus_leucopterus"
"Crithagra leucopygia","Serinus_leucopygius"
"Crithagra melanochroa","Serinus_melanochrous"
"Crithagra menachensis","Serinus_menachensis"
"Crithagra mennelli","Serinus_mennelli"
"Crithagra mozambica","Serinus_mozambicus"
"Crithagra reichardi","Serinus_reichardi"
"Crithagra reichenowi","Serinus_xanthopygius"
"Crithagra rothschildi","Serinus_rothschildi"
"Crithagra rufobrunnea","Serinus_rufobrunneus"
"Crithagra scotops","Serinus_scotops"
"Crithagra striatipectus","Serinus_reichardi"
"Crithagra striolata","Serinus_striolatus"
"Crithagra sulphurata","Serinus_sulphuratus"
"Crithagra symonsi","Serinus_symonsi"
"Crithagra totta","Serinus_totta"
"Crithagra tristriata","Serinus_tristriatus"
"Crithagra xantholaema","Serinus_xantholaemus"
"Crithagra xanthopygia","Serinus_xanthopygius"
"Crossleyia tenebrosa","Bernieria_tenebrosa"
"Crossleyia xanthophrys","Crossleyia_xanthophrys"
"Crossoptilon auritum","Crossoptilon_auritum"
"Crossoptilon crossoptilon","Crossoptilon_crossoptilon"
"Crossoptilon harmani","Crossoptilon_harmani"
"Crossoptilon mantchuricum","Crossoptilon_mantchuricum"
"Crotophaga ani","Crotophaga_ani"
"Crotophaga major","Crotophaga_major"
"Crotophaga sulcirostris","Crotophaga_sulcirostris"
"Crypsirina cucullata","Crypsirina_cucullata"
"Crypsirina temia","Crypsirina_temia"
"Cryptillas victorini","Bradypterus_victorini"
"Cryptoleucopteryx plumbea","Leucopternis_plumbeus"
"Cryptolybia olivacea","Stactolaema_olivacea"
"Cryptomicroeca flaviventris","Eopsaltria_flaviventris"
"Cryptophaps poecilorrhoa","Cryptophaps_poecilorrhoa"
"Cryptopipo holochlora","Xenopipo_holochlora"
"Cryptopipo litae","Xenopipo_holochlora"
"Cryptospiza jacksoni","Cryptospiza_jacksoni"
"Cryptospiza reichenovii","Cryptospiza_reichenovii"
"Cryptospiza salvadorii","Cryptospiza_salvadorii"
"Cryptospiza shelleyi","Cryptospiza_shelleyi"
"Cryptosylvicola randrianasoloi","Cryptosylvicola_randrianasoloi"
"Crypturellus atrocapillus","Crypturellus_atrocapillus"
"Crypturellus bartletti","Crypturellus_bartletti"
"Crypturellus berlepschi","Crypturellus_berlepschi"
"Crypturellus boucardi","Crypturellus_boucardi"
"Crypturellus brevirostris","Crypturellus_brevirostris"
"Crypturellus casiquiare","Crypturellus_casiquiare"
"Crypturellus cinereus","Crypturellus_cinereus"
"Crypturellus cinnamomeus","Crypturellus_cinnamomeus"
"Crypturellus duidae","Crypturellus_duidae"
"Crypturellus erythropus","Crypturellus_erythropus"
"Crypturellus kerriae","Crypturellus_kerriae"
"Crypturellus noctivagus","Crypturellus_noctivagus"
"Crypturellus obsoletus","Crypturellus_obsoletus"
"Crypturellus occidentalis","Crypturellus_cinnamomeus"
"Crypturellus parvirostris","Crypturellus_parvirostris"
"Crypturellus ptaritepui","Crypturellus_ptaritepui"
"Crypturellus soui","Crypturellus_soui"
"Crypturellus strigulosus","Crypturellus_strigulosus"
"Crypturellus tataupa","Crypturellus_tataupa"
"Crypturellus transfasciatus","Crypturellus_transfasciatus"
"Crypturellus undulatus","Crypturellus_undulatus"
"Crypturellus variegatus","Crypturellus_variegatus"
"Cuculus canorus","Cuculus_canorus"
"Cuculus clamosus","Cuculus_clamosus"
"Cuculus crassirostris","Cuculus_crassirostris"
"Cuculus gularis","Cuculus_gularis"
"Cuculus lepidus","Cuculus_lepidus"
"Cuculus micropterus","Cuculus_micropterus"
"Cuculus poliocephalus","Cuculus_poliocephalus"
"Cuculus rochii","Cuculus_rochii"
"Cuculus saturatus","Cuculus_saturatus"
"Cuculus solitarius","Cuculus_solitarius"
"Culicicapa ceylonensis","Culicicapa_ceylonensis"
"Culicicapa helianthea","Culicicapa_helianthea"
"Culicivora caudacuta","Culicivora_caudacuta"
"Curaeus curaeus","Curaeus_curaeus"
"Cursorius coromandelicus","Cursorius_coromandelicus"
"Cursorius cursor","Cursorius_cursor"
"Cursorius rufus","Cursorius_rufus"
"Cursorius somalensis","Cursorius_somalensis"
"Cursorius temminckii","Cursorius_temminckii"
"Cutia legalleni","Cutia_legalleni"
"Cutia nipalensis","Cutia_nipalensis"
"Cyanecula svecica","Luscinia_svecica"
"Cyanerpes caeruleus","Cyanerpes_caeruleus"
"Cyanerpes cyaneus","Cyanerpes_cyaneus"
"Cyanerpes lucidus","Cyanerpes_lucidus"
"Cyanerpes nitidus","Cyanerpes_nitidus"
"Cyanicterus cyanicterus","Cyanicterus_cyanicterus"
"Cyanistes caeruleus","Parus_caeruleus"
"Cyanistes cyanus","Parus_cyanus"
"Cyanistes teneriffae","Parus_teneriffae"
"Cyanochen cyanoptera","Cyanochen_cyanoptera"
"Cyanocitta cristata","Cyanocitta_cristata"
"Cyanocitta stelleri","Cyanocitta_stelleri"
"Cyanocompsa parellina","Cyanocompsa_parellina"
"Cyanocorax affinis","Cyanocorax_affinis"
"Cyanocorax beecheii","Cyanocorax_beecheii"
"Cyanocorax cayanus","Cyanocorax_cayanus"
"Cyanocorax chrysops","Cyanocorax_chrysops"
"Cyanocorax coeruleus","Cyanocorax_caeruleus"
"Cyanocorax colliei","Calocitta_colliei"
"Cyanocorax cristatellus","Cyanocorax_cristatellus"
"Cyanocorax cyanomelas","Cyanocorax_cyanomelas"
"Cyanocorax cyanopogon","Cyanocorax_cyanopogon"
"Cyanocorax dickeyi","Cyanocorax_dickeyi"
"Cyanocorax formosus","Calocitta_formosa"
"Cyanocorax hafferi",NA
"Cyanocorax heilprini","Cyanocorax_heilprini"
"Cyanocorax melanocyaneus","Cyanocorax_melanocyaneus"
"Cyanocorax morio","Cyanocorax_morio"
"Cyanocorax mystacalis","Cyanocorax_mystacalis"
"Cyanocorax sanblasianus","Cyanocorax_sanblasianus"
"Cyanocorax violaceus","Cyanocorax_violaceus"
"Cyanocorax yncas","Cyanocorax_yncas"
"Cyanocorax yucatanicus","Cyanocorax_yucatanicus"
"Cyanoderma bicolor","Stachyris_erythroptera"
"Cyanoderma chrysaeum","Stachyris_chrysaea"
"Cyanoderma erythropterum","Stachyris_erythroptera"
"Cyanoderma melanothorax","Stachyris_melanothorax"
"Cyanoderma pyrrhops","Stachyris_pyrrhops"
"Cyanoderma ruficeps","Stachyris_ruficeps"
"Cyanoderma rufifrons","Stachyris_rufifrons"
"Cyanograucalus azureus","Coracina_azurea"
"Cyanolanius comorensis","Cyanolanius_madagascarinus"
"Cyanolanius madagascarinus","Cyanolanius_madagascarinus"
"Cyanolimnas cerverai","Cyanolimnas_cerverai"
"Cyanoliseus patagonus","Cyanoliseus_patagonus"
"Cyanoloxia brissonii","Cyanocompsa_brissonii"
"Cyanoloxia cyanoides","Cyanocompsa_cyanoides"
"Cyanoloxia glaucocaerulea","Cyanoloxia_glaucocaerulea"
"Cyanoloxia rothschildii","Cyanocompsa_cyanoides"
"Cyanolyca argentigula","Cyanolyca_argentigula"
"Cyanolyca armillata","Cyanolyca_armillata"
"Cyanolyca cucullata","Cyanolyca_cucullata"
"Cyanolyca mirabilis","Cyanolyca_mirabilis"
"Cyanolyca nanus","Cyanolyca_nana"
"Cyanolyca pulchra","Cyanolyca_pulchra"
"Cyanolyca pumilo","Cyanolyca_pumilo"
"Cyanolyca quindiuna","Cyanolyca_armillata"
"Cyanolyca turcosa","Cyanolyca_turcosa"
"Cyanolyca viridicyanus","Cyanolyca_viridicyanus"
"Cyanomitra alinae","Nectarinia_alinae"
"Cyanomitra bannermani","Nectarinia_bannermani"
"Cyanomitra cyanolaema","Nectarinia_cyanolaema"
"Cyanomitra olivacea","Nectarinia_olivacea"
"Cyanomitra oritis","Nectarinia_oritis"
"Cyanomitra verreauxii","Nectarinia_veroxii"
"Cyanomitra verticalis","Nectarinia_verticalis"
"Cyanophaia bicolor","Cyanophaia_bicolor"
"Cyanopica cooki","Cyanopica_cyanus"
"Cyanopica cyanus","Cyanopica_cyanus"
"Cyanopsitta spixii","Cyanopsitta_spixii"
"Cyanoptila cumatilis","Cyanoptila_cyanomelana"
"Cyanoptila cyanomelana","Cyanoptila_cyanomelana"
"Cyanoramphus auriceps","Cyanoramphus_auriceps"
"Cyanoramphus forbesi","Cyanoramphus_forbesi"
"Cyanoramphus malherbi","Cyanoramphus_malherbi"
"Cyanoramphus novaezelandiae","Cyanoramphus_novaezelandiae"
"Cyanoramphus ulietanus",NA
"Cyanoramphus unicolor","Cyanoramphus_unicolor"
"Cyanoramphus zealandicus",NA
"Cyclarhis gujanensis","Cyclarhis_gujanensis"
"Cyclarhis nigrirostris","Cyclarhis_nigrirostris"
"Cyclopsitta amabilis","Cyclopsitta_gulielmitertii"
"Cyclopsitta coxeni","Cyclopsitta_diophthalma"
"Cyclopsitta diophthalma","Cyclopsitta_diophthalma"
"Cyclopsitta gulielmitertii","Cyclopsitta_gulielmitertii"
"Cyclopsitta melanogenia","Cyclopsitta_gulielmitertii"
"Cyclopsitta nigrifrons","Cyclopsitta_gulielmitertii"
"Cygnus atratus","Cygnus_atratus"
"Cygnus buccinator","Cygnus_buccinator"
"Cygnus columbianus","Cygnus_columbianus"
"Cygnus cygnus","Cygnus_cygnus"
"Cygnus melancoryphus","Cygnus_melancoryphus"
"Cygnus olor","Cygnus_olor"
"Cymbilaimus lineatus","Cymbilaimus_lineatus"
"Cymbilaimus sanctaemariae","Cymbilaimus_sanctaemariae"
"Cymbirhynchus affinis","Cymbirhynchus_macrorhynchos"
"Cymbirhynchus macrorhynchos","Cymbirhynchus_macrorhynchos"
"Cynanthus doubledayi","Cynanthus_latirostris"
"Cynanthus latirostris","Cynanthus_latirostris"
"Cynanthus lawrencei","Cynanthus_latirostris"
"Cynanthus sordidus","Cynanthus_sordidus"
"Cyornis banyumas","Cyornis_banyumas"
"Cyornis brunneatus","Rhinomyias_brunneatus"
"Cyornis caerulatus","Cyornis_caerulatus"
"Cyornis camarinensis","Cyornis_herioti"
"Cyornis colonus","Rhinomyias_colonus"
"Cyornis concretus","Cyornis_concretus"
"Cyornis djampeanus","Cyornis_rufigastra"
"Cyornis glaucicomans","Cyornis_rubeculoides"
"Cyornis hainanus","Cyornis_hainanus"
"Cyornis herioti","Cyornis_herioti"
"Cyornis hoevelli","Cyornis_hoevelli"
"Cyornis hyacinthinus","Cyornis_hyacinthinus"
"Cyornis lemprieri","Cyornis_lemprieri"
"Cyornis magnirostris","Cyornis_magnirostris"
"Cyornis nicobaricus","Rhinomyias_brunneatus"
"Cyornis olivaceus","Rhinomyias_olivaceus"
"Cyornis omissus","Cyornis_omissus"
"Cyornis oscillans","Rhinomyias_oscillans"
"Cyornis pallidipes","Cyornis_pallipes"
"Cyornis poliogenys","Cyornis_poliogenys"
"Cyornis rubeculoides","Cyornis_rubeculoides"
"Cyornis ruckii","Cyornis_ruckii"
"Cyornis ruficauda","Rhinomyias_ruficauda"
"Cyornis rufigastra","Cyornis_rufigastra"
"Cyornis sanfordi","Cyornis_sanfordi"
"Cyornis stresemanni","Rhinomyias_oscillans"
"Cyornis sumatrensis","Cyornis_tickelliae"
"Cyornis superbus","Cyornis_superbus"
"Cyornis tickelliae","Cyornis_tickelliae"
"Cyornis turcosus","Cyornis_turcosus"
"Cyornis umbratilis","Rhinomyias_umbratilis"
"Cyornis unicolor","Cyornis_unicolor"
"Cyphorhinus arada","Cyphorhinus_arada"
"Cyphorhinus dichrous","Cyphorhinus_thoracicus"
"Cyphorhinus phaeocephalus","Cyphorhinus_phaeocephalus"
"Cyphorhinus thoracicus","Cyphorhinus_thoracicus"
"Cyphos macrodactylus","Bucco_macrodactylus"
"Cypseloides cherriei","Cypseloides_cherriei"
"Cypseloides cryptus","Cypseloides_cryptus"
"Cypseloides fumigatus","Cypseloides_fumigatus"
"Cypseloides lemosi","Cypseloides_lemosi"
"Cypseloides niger","Cypseloides_niger"
"Cypseloides rothschildi","Cypseloides_rothschildi"
"Cypseloides senex","Cypseloides_senex"
"Cypseloides storeri","Cypseloides_storeri"
"Cypsiurus balasiensis","Cypsiurus_balasiensis"
"Cypsiurus gracilis","Cypsiurus_parvus"
"Cypsiurus parvus","Cypsiurus_parvus"
"Cypsnagra hirundinacea","Cypsnagra_hirundinacea"
"Cyrtonyx montezumae","Cyrtonyx_montezumae"
"Cyrtonyx ocellatus","Cyrtonyx_ocellatus"
"Cyrtonyx sallei","Cyrtonyx_montezumae"
"Dacelo gaudichaud","Dacelo_gaudichaud"
"Dacelo leachii","Dacelo_leachii"
"Dacelo novaeguineae","Dacelo_novaeguineae"
"Dacelo tyro","Dacelo_tyro"
"Dacnis albiventris","Dacnis_albiventris"
"Dacnis berlepschi","Dacnis_berlepschi"
"Dacnis cayana","Dacnis_cayana"
"Dacnis egregia","Dacnis_egregia"
"Dacnis flaviventer","Dacnis_flaviventer"
"Dacnis hartlaubi","Dacnis_hartlaubi"
"Dacnis lineata","Dacnis_lineata"
"Dacnis nigripes","Dacnis_nigripes"
"Dacnis venusta","Dacnis_venusta"
"Dacnis viguieri","Dacnis_viguieri"
"Dactylortyx thoracicus","Dactylortyx_thoracicus"
"Daphoenositta chrysoptera","Daphoenositta_chrysoptera"
"Daphoenositta miranda","Daphoenositta_miranda"
"Daphoenositta papuensis","Daphoenositta_chrysoptera"
"Daption capense","Daption_capense"
"Daptrius ater","Daptrius_ater"
"Dasycrotapha plateni","Stachyris_plateni"
"Dasycrotapha pygmaea","Stachyris_pygmaea"
"Dasycrotapha speciosa","Dasycrotapha_speciosa"
"Dasylophus superciliosus","Phaenicophaeus_superciliosus"
"Dasyornis brachypterus","Dasyornis_brachypterus"
"Dasyornis broadbenti","Dasyornis_broadbenti"
"Dasyornis longirostris","Dasyornis_longirostris"
"Deconychura longicauda","Deconychura_longicauda"
"Deconychura pallida","Deconychura_longicauda"
"Deconychura typica","Deconychura_longicauda"
"Deleornis axillaris","Anthreptes_fraseri"
"Deleornis fraseri","Anthreptes_fraseri"
"Delichon dasypus","Delichon_dasypus"
"Delichon lagopodum","Delichon_urbicum"
"Delichon nipalense","Delichon_nipalense"
"Delichon urbicum","Delichon_urbicum"
"Deltarhynchus flammulatus","Deltarhynchus_flammulatus"
"Dendragapus fuliginosus","Dendragapus_fuliginosus"
"Dendragapus obscurus","Dendragapus_obscurus"
"Dendrexetastes rufigula","Dendrexetastes_rufigula"
"Dendrocincla anabatina","Dendrocincla_anabatina"
"Dendrocincla fuliginosa","Dendrocincla_fuliginosa"
"Dendrocincla homochroa","Dendrocincla_homochroa"
"Dendrocincla merula","Dendrocincla_merula"
"Dendrocincla turdina","Dendrocincla_turdina"
"Dendrocincla tyrannina","Dendrocincla_tyrannina"
"Dendrocitta bayleii","Dendrocitta_bayleyi"
"Dendrocitta cinerascens","Dendrocitta_occipitalis"
"Dendrocitta formosae","Dendrocitta_formosae"
"Dendrocitta frontalis","Dendrocitta_frontalis"
"Dendrocitta leucogastra","Dendrocitta_leucogastra"
"Dendrocitta occipitalis","Dendrocitta_occipitalis"
"Dendrocitta vagabunda","Dendrocitta_vagabunda"
"Dendrocolaptes certhia","Dendrocolaptes_certhia"
"Dendrocolaptes hoffmannsi","Dendrocolaptes_hoffmannsi"
"Dendrocolaptes picumnus","Dendrocolaptes_picumnus"
"Dendrocolaptes platyrostris","Dendrocolaptes_platyrostris"
"Dendrocolaptes punctipectus","Dendrocolaptes_sanctithomae"
"Dendrocolaptes sanctithomae","Dendrocolaptes_sanctithomae"
"Dendrocopos analis","Dendrocopos_macei"
"Dendrocopos assimilis","Dendrocopos_assimilis"
"Dendrocopos atratus","Dendrocopos_atratus"
"Dendrocopos darjellensis","Dendrocopos_darjellensis"
"Dendrocopos himalayensis","Dendrocopos_himalayensis"
"Dendrocopos hyperythrus","Dendrocopos_hyperythrus"
"Dendrocopos leucopterus","Dendrocopos_leucopterus"
"Dendrocopos leucotos","Dendrocopos_leucotos"
"Dendrocopos macei","Dendrocopos_macei"
"Dendrocopos major","Dendrocopos_major"
"Dendrocopos noguchii","Dendrocopos_noguchii"
"Dendrocopos owstoni","Dendrocopos_leucotos"
"Dendrocopos syriacus","Dendrocopos_syriacus"
"Dendrocygna arborea","Dendrocygna_arborea"
"Dendrocygna arcuata","Dendrocygna_arcuata"
"Dendrocygna autumnalis","Dendrocygna_autumnalis"
"Dendrocygna bicolor","Dendrocygna_bicolor"
"Dendrocygna eytoni","Dendrocygna_eytoni"
"Dendrocygna guttata","Dendrocygna_guttata"
"Dendrocygna javanica","Dendrocygna_javanica"
"Dendrocygna viduata","Dendrocygna_viduata"
"Dendronanthus indicus","Dendronanthus_indicus"
"Dendroperdix sephaena","Francolinus_sephaena"
"Dendropicos abyssinicus","Dendropicos_abyssinicus"
"Dendropicos dorae","Dendrocopos_dorae"
"Dendropicos elachus","Dendropicos_elachus"
"Dendropicos elliotii","Mesopicos_elliotii"
"Dendropicos fuscescens","Dendropicos_fuscescens"
"Dendropicos gabonensis","Dendropicos_gabonensis"
"Dendropicos goertae","Mesopicos_goertae"
"Dendropicos griseocephalus","Mesopicos_griseocephalus"
"Dendropicos johnstoni","Mesopicos_elliotii"
"Dendropicos lugubris","Dendropicos_lugubris"
"Dendropicos namaquus","Thripias_namaquus"
"Dendropicos obsoletus","Dendrocopos_obsoletus"
"Dendropicos poecilolaemus","Dendropicos_poecilolaemus"
"Dendropicos pyrrhogaster","Thripias_pyrrhogaster"
"Dendropicos spodocephalus","Dendropicos_spodocephalus"
"Dendropicos stierlingi","Dendropicos_stierlingi"
"Dendropicos xantholophus","Thripias_xantholophus"
"Dendroplex kienerii","Dendroplex_kienerii"
"Dendroplex picus","Dendroplex_picus"
"Dendrortyx barbatus","Dendrortyx_barbatus"
"Dendrortyx leucophrys","Dendrortyx_leucophrys"
"Dendrortyx macroura","Dendrortyx_macroura"
"Deroptyus accipitrinus","Deroptyus_accipitrinus"
"Dessonornis anomalus","Cossypha_anomala"
"Dessonornis archeri","Cossypha_archeri"
"Dessonornis caffer","Cossypha_caffra"
"Dessonornis humeralis","Cossypha_humeralis"
"Dessonornis macclounii","Cossypha_anomala"
"Dessonornis mbuluensis","Cossypha_anomala"
"Devioeca papuana","Microeca_papuana"
"Diaphorapteryx hawkinsi",NA
"Dicaeum aeneum","Dicaeum_aeneum"
"Dicaeum agile","Dicaeum_agile"
"Dicaeum annae","Dicaeum_annae"
"Dicaeum anthonyi","Dicaeum_anthonyi"
"Dicaeum aureolimbatum","Dicaeum_aureolimbatum"
"Dicaeum australe","Dicaeum_australe"
"Dicaeum beccarii","Dicaeum_ignipectus"
"Dicaeum bicolor","Dicaeum_bicolor"
"Dicaeum cambodianum","Dicaeum_ignipectus"
"Dicaeum celebicum","Dicaeum_celebicum"
"Dicaeum chrysorrheum","Dicaeum_chrysorrheum"
"Dicaeum concolor","Dicaeum_concolor"
"Dicaeum cruentatum","Dicaeum_cruentatum"
"Dicaeum erythrorhynchos","Dicaeum_erythrorhynchos"
"Dicaeum erythrothorax","Dicaeum_erythrothorax"
"Dicaeum everetti","Dicaeum_everetti"
"Dicaeum eximium","Dicaeum_eximium"
"Dicaeum geelvinkianum","Dicaeum_geelvinkianum"
"Dicaeum haematostictum","Dicaeum_haematostictum"
"Dicaeum hanieli","Dicaeum_sanguinolentum"
"Dicaeum hirundinaceum","Dicaeum_hirundinaceum"
"Dicaeum hypoleucum","Dicaeum_hypoleucum"
"Dicaeum ignicolle","Dicaeum_hirundinaceum"
"Dicaeum igniferum","Dicaeum_igniferum"
"Dicaeum ignipectus","Dicaeum_ignipectus"
"Dicaeum kampalili","Dicaeum_anthonyi"
"Dicaeum keiense","Dicaeum_hirundinaceum"
"Dicaeum luzoniense","Dicaeum_ignipectus"
"Dicaeum maugei","Dicaeum_maugei"
"Dicaeum melanozanthum","Dicaeum_melanoxanthum"
"Dicaeum minullum","Dicaeum_concolor"
"Dicaeum monticolum","Dicaeum_monticolum"
"Dicaeum nehrkorni","Dicaeum_nehrkorni"
"Dicaeum nigrilore","Dicaeum_nigrilore"
"Dicaeum nitidum","Dicaeum_nitidum"
"Dicaeum pectorale","Dicaeum_pectorale"
"Dicaeum proprium","Dicaeum_proprium"
"Dicaeum pygmaeum","Dicaeum_pygmaeum"
"Dicaeum quadricolor","Dicaeum_quadricolor"
"Dicaeum retrocinctum","Dicaeum_retrocinctum"
"Dicaeum sanguinolentum","Dicaeum_sanguinolentum"
"Dicaeum schistaceiceps","Dicaeum_erythrothorax"
"Dicaeum trigonostigma","Dicaeum_trigonostigma"
"Dicaeum tristrami","Dicaeum_tristrami"
"Dicaeum trochileum","Dicaeum_trochileum"
"Dicaeum vincens","Dicaeum_vincens"
"Dicaeum vulneratum","Dicaeum_vulneratum"
"Dicaeum wilhelminae","Dicaeum_sanguinolentum"
"Dichrozona cincta","Dichrozona_cincta"
"Dicrurus adsimilis","Dicrurus_adsimilis"
"Dicrurus aeneus","Dicrurus_aeneus"
"Dicrurus aldabranus","Dicrurus_aldabranus"
"Dicrurus andamanensis","Dicrurus_andamanensis"
"Dicrurus annectens","Dicrurus_annectans"
