"Jetz_Name","Body_mass","Latitude_mean","Beak"
"Drymophila_devillei",10.2,-9.33,12.7622820857563
"Drymophila_ferruginea",10.6,-20.88,15.8470040588399
"Drymophila_genei",11.08,-21.55,15.3376292981263
"Drymophila_malura",13,-24.94,14.5140631174203
"Drymophila_ochropyga",10.5,-22.24,16.0304310857063
"Drymophila_rubricollis",10,-24.79,15.179350315826
"Drymophila_squamata",10.8,-19.93,16.301888331542
"Drymornis_bridgesii",92.62,-29.55,73.035067705356
"Campylorhamphus_pucherani",70.5,-2.43,63.571371353274
"Dendrocopos_cathpharius",30.74,21.55,18.0191602823269
"Dendrocopos_minor",19.8,43.91,16.0833194131272
"Picoides_nuttallii",37.39,37.1,19.0562403703537
"Picoides_pubescens",25.55,46.64,17.8232212623719
"Picoides_scalaris",31.59,26.68,19.1314535709098
"Dryocopus_hodgei",156,14.94,46.5450965319797
"Dryocopus_javensis",271.4,15,56.573377796242
"Dryocopus_martius",321,45.77,65.7918791253809
"Dryolimnas_cuvieri",182.38,-18.94,45.1753930897492
"Dryoscopus_angolensis",36,-2.23,21.2573485531285
"Dryoscopus_cubla",26.23,-13.83,21.3867983833848
"Dryoscopus_gambensis",31.9,7.46,22.2066778626665
"Dryoscopus_pringlii",19.7,1.62,17.4215421418566
"Dryoscopus_sabini",37.12,2.11,25.9200592319481
"Dryoscopus_senegalensis",29.3,1.36,21.9733714748686
"Dryotriorchis_spectabilis",697,2.23,36.2867990887724
"Dubusia_taeniata",37,-0.13,NA
"Delothraupis_castaneoventris",28,-13.45,13.5036926088762
"Ducula_aenea",545,8.76,30.2492851880232
"Ducula_aurorae",507.19,-17.01,27.3285276300274
"Ducula_badia",485.99,10.94,26.9395406061898
"Ducula_bakeri",394,-15.23,23.1452981230764
"Ducula_basilica",507.19,0.92,26.1283125555143
"Ducula_bicolor",440.01,-0.62,27.7242277621664
"Ducula_brenchleyi",380,-9.71,29.3243202133309
"Ducula_carola",289,11.98,25.3999281232264
"Ducula_chalconota",501.99,-7.07,26.7598907434791
"Ducula_cineracea",507.19,-9.14,27.4278101633303
"Ducula_concinna",804.67,-5.27,31.5149046634249
"Ducula_finschii",343.9,-4.81,25.4527862213552
"Ducula_forsteni",509.99,-1.77,28.7480913462359
"Ducula_galeata",507.19,-8.73,45.1323023164645
"Ducula_myristicivora",534.99,-0.8,30.1059061015451
"Ducula_goliath",600,-21.27,41.2280340211466
"Ducula_lacernulata",150,-7.65,30.0171125085093
"Ducula_latrans",365.11,-17.83,35.7384940313175
"Ducula_luctuosa",410,-2.02,30.4697735627871
"Ducula_melanochroa",665,-4.81,28.9090727772098
"Ducula_mindorensis",507.19,12.97,24.6950883479789
"Ducula_mullerii",574.87,-7.04,27.9494933071507
"Ducula_perspicillata",667,-1.63,30.1796518302523
"Ducula_oceanica",371.53,6.81,24.8041009284556
"Ducula_pacifica",394.2,-14.09,28.1153542731758
"Ducula_pickeringii",507.19,7.5,26.1613930681739
"Ducula_pinon",756,-5.57,35.9461136195133
"Ducula_pistrinaria",515,-5.95,29.8307512344923
"Ducula_poliocephala",555,11.45,29.3027487802897
"Ducula_radiata",295,-2.73,24.2014105275068
"Ducula_rosacea",385.59,-7.28,27.9487083250657
"Ducula_rubricera",652,-6.78,30.498918651985
"Ducula_rufigaster",436,-6.96,27.760325025348
"Ducula_spilorrhoa",500,-8.08,27.8403374361806
"Ducula_subflavescens",440.01,-4.38,32.6466645991895
"Ducula_whartoni",571.18,-10.26,27.7635634630732
"Ducula_zoeae",568,-7.09,31.0613397032563
"Dulus_dominicus",48.4,18.7,18.0321544999518
"Dumetella_carolinensis",35.3,42.35,17.5805319050699
"Dumetia_hyperythra",12.9,20.2,12.2256626895629
"Platysteira_concreta",11.4,-0.13,NA
"Platysteira_blissetti",11,6.7,14.1634925186448
"Platysteira_castanea",14.09,0.56,16.6700608030763
"Platysteira_chalybea",11,0.17,14.7411779778264
"Platysteira_jamesoni",11,1.32,14.5564369122498
"Platysteira_tonsa",11.5,1.35,14.2271420070196
"Dysithamnus_leucostictus",20.2,2.31,17.079935151292
"Dysithamnus_mentalis",14.87,-8.52,15.7871764306258
"Dysithamnus_occidentalis",16.16,0.93,18.8778655856568
"Dysithamnus_plumbeus",20.5,-18.31,18.2937314128969
"Dysithamnus_puncticeps",14.9,5.18,17.5111585080959
"Dysithamnus_stictothorax",16.16,-22.1,18.2852861460559
"Dysithamnus_striaticeps",12,12.62,16.4066907525528
"Dysithamnus_xanthopterus",16.16,-22.91,17.749517023081
"Eclectus_roratus",480.76,-5.48,NA
"Coracina_analis",82.4,-21.27,26.8768653215375
"Coracina_ceramensis",47.9,-3,22.6552333516069
"Coracina_coerulescens",62.84,15.58,25.3660142844077
"Coracina_dispar",67.96,-5.3,26.1061868261546
"Coracina_dohertyi",67.96,-8.97,24.4998048663139
"Coracina_tenuirostris",60.92,-13.5,NA
"Coracina_holopolia",48.9,-7.63,23.7281304857228
"Coracina_incerta",58.89,-6.61,23.0748493354302
"Coracina_melas",59.39,-6.96,23.410188678978
"Coracina_mindanensis",58.7,11.42,23.5782225546893
"Coracina_montana",79.22,-5.66,21.8856358875055
"Coracina_morio",58.1,-2.04,22.1731723620445
"Coracina_ostenta",67.96,10.44,27.733072220115
"Coracina_parvula",67.96,0.55,27.0164378084708
"Coracina_schisticeps",52.8,-6.29,21.5558438379262
"Coracina_sula",67.96,-2.19,25.3343263058031
"Egretta_ardesiaca",324,-3.86,68.3937426264528
"Egretta_caerulea",338.61,7.37,78.1808918763082
"Egretta_eulophotes",461.83,28.82,80.6204140873756
"Egretta_garzetta",312,7.6,94.952790845437
"Egretta_gularis",312,13.76,91.6887907925269
"Egretta_novaehollandiae",558.64,-25.64,81.3388020322807
"Ardea_picata",259,-14,67.7800554668251
"Egretta_rufescens",614,21.15,101.279497099575
"Egretta_sacra",502,-2.39,82.1603354422133
"Egretta_thula",371,-0.74,86.2749972366449
"Egretta_tricolor",372.3,17.88,102.808442862788
"Egretta_vinaceigula",288,-15.27,61.9213589624315
"Spelaeornis_formosus",5,26.19,13.1231552452836
"Elaenia_albiceps",15.5,-29.99,11.6840225471404
"Elaenia_chiriquensis",15.4,-6.32,NA
"Elaenia_fallax",14.4,18.46,11.3290929124691
"Elaenia_cristata",18.2,-5.63,12.705570155941
"Elaenia_dayi",19.84,4.72,17.2165445013903
"Elaenia_flavogaster",24.8,-5.87,12.7314670263285
"Elaenia_frantzii",19.6,8.75,12.0217863783281
"Elaenia_gigas",31,-7.22,16.1132595552788
"Elaenia_martinica",20.79,16.86,14.7225371237937
"Elaenia_mesoleuca",17.6,-21.7,12.141477355933
"Elaenia_obscura",23.9,-20.57,10.8081143696139
"Elaenia_pallatangae",17.8,-3.48,NA
"Elaenia_parvirostris",13.8,-27.2,12.9102060002391
"Elaenia_pelzelni",19.84,-4.61,14.0342208296061
"Elaenia_ridleyana",33,-4.16,14.2341096607037
"Elaenia_ruficeps",18.74,3.5,15.6379697429948
"Elaenia_spectabilis",27.3,-18.72,14.5621265671961
"Elaenia_strepera",19.3,-22.8,12.9035766141712
"Elanoides_forficatus",416.24,-4.73,29.7606952464748
"Elanus_axillaris",270.1,-25.62,25.5135058145653
"Elanus_caeruleus",259.76,4.37,30.7011574434373
"Elanus_leucurus",346,-6.95,25.5975770959258
"Elanus_scriptus",316,-24.48,25.7495273055043
"Bradypterus_palliseri",9,7.59,16.927771800518
"Electron_carinatum",64.9,15.7,37.5782779544387
"Electron_platyrhynchum",73,-4.41,42.1007657009961
"Eleoscytalopus_indigoticus",16.15,-22.56,14.724961934302
"Eleoscytalopus_psychopompus",17.8,-14.13,12.5616961765995
"Eleothreptus_anomalus",43.7,-29.14,19.63030503802
"Eleothreptus_candicans",49.3,-18.44,NA
"Elminia_albicauda",8.33,-9.79,9.53059141570702
"Elminia_albiventris",8.9,1.84,12.1145425812807
"Elminia_albonotata",9.2,-8.39,10.6455871294718
"Elminia_longicauda",9.9,3.91,14.5515556779455
"Elminia_nigromitrata",9.03,1.63,11.8054537754878
"Elseyornis_melanops",33,-25.76,17.0001569227334
"Elvira_chionura",3,8.84,17.9837719639651
"Elvira_cupreiceps",3,10.42,17.0603885339573
"Cercomela_schlegelii",23.3,-25.96,18.253983284561
"Cercomela_sinuata",18.1,-29.53,14.9170647909399
"Cercomela_tractrac",20.8,-24.85,18.5770578671766
"Emberiza_affinis",15.4,9.24,13.1967130619567
"Emberiza_aureola",19.6,57.46,12.7669024728127
"Emberiza_bruniceps",24.8,42.64,16.0811372039933
"Emberiza_buchanani",21.2,39.56,14.4025314154848
"Emberiza_cabanisi",24.9,-4.36,14.0286980271339
"Emberiza_caesia",19.9,37.22,15.029482533088
"Miliaria_calandra",48.5,42.1,15.865654616775
"Emberiza_capensis",20.9,-24.78,12.9105727985259
"Emberiza_chrysophrys",17.97,58.83,12.765828411337
"Emberiza_cia",23.43,40.67,12.8474962369241
"Emberiza_cineracea",24.3,37.4,14.3555690005422
"Emberiza_cioides",21.02,41.78,12.5322459207661
"Emberiza_cirlus",25.6,41.1,13.5374376813397
"Emberiza_citrinella",29.7,54.81,13.2513474257125
"Emberiza_elegans",16.84,37.95,12.064171386566
"Emberiza_flaviventris",18.24,-7.66,13.6772392948718
"Emberiza_fucata",19.8,38.69,13.0907657440212
"Emberiza_godlewskii",19,36.88,13.3244434157852
"Emberiza_tahapisi",12.98,-14.31,NA
"Emberiza_hortulana",19.9,50.37,15.9129472924862
"Emberiza_impetuani",15.1,-25.89,10.9167493164744
"Emberiza_jankowskii",22.5,43.43,11.7890659754204
"Emberiza_koslowi",22.69,33.24,15.211390897166
"Melophus_lathami",21.9,25.04,15.0965249929689
"Emberiza_leucocephalos",28.5,55.15,15.2646603539959
"Emberiza_melanocephala",28.31,39.04,16.9807034991682
"Emberiza_pallasi",13.96,60.56,12.4748600963671
"Emberiza_spodocephala",18.45,46.53,NA
"Emberiza_poliopleura",15.8,3.74,12.768737766291
"Emberiza_pusilla",14.57,64.5,10.2380959456302
"Emberiza_rustica",20.54,60.84,11.8003067000285
"Emberiza_rutila",17.5,54.51,11.637120127365
"Emberiza_striolata",14.8,23.86,12.517893475201
"Emberiza_schoeniclus",18.4,52.85,11.6881765846256
"Latoucheornis_siemsseni",17.99,31.87,12.2909306801519
"Emberiza_socotrana",14.42,12.58,10.9608187367208
"Emberiza_stewarti",15.96,36.73,12.6710670809951
"Emberiza_sulphurata",14.89,37.53,12.6285338862073
"Emberiza_tristrami",18,46.03,12.5460069040917
"Emberiza_variabilis",23.8,46.07,15.480268123813
"Emberiza_yessoensis",13.49,45.28,11.4630750348493
"Emberizoides_duidae",23.51,3.78,17.3717766503338
"Emberizoides_herbicola",27.55,-13.1,15.2143149400912
"Emberizoides_ypiranganus",20.1,-27.2,13.7627228878904
"Embernagra_longicauda",42,-15.71,17.9430954964327
"Embernagra_platensis",45.5,-28.23,16.2039334516338
"Emblema_pictum",10.4,-22.33,13.408950051114
"Eminia_lepida",20.2,-0.05,19.9599736571832
"Empidonax_affinis",11.3,21.12,14.2940457200017
"Empidonax_albigularis",9.58,19.32,12.5415576508301
"Empidonax_alnorum",12.7,53.21,11.8710027885274
"Empidonax_atriceps",9,9.5,10.7166155126314
"Empidonax_difficilis",10.7,47.53,13.9929465046749
"Empidonax_flavescens",12.5,13.92,11.9265033422597
"Empidonax_flaviventris",11.8,52.22,11.694306178201
"Empidonax_fulvifrons",7.9,21.56,12.5342501585837
"Empidonax_hammondii",10.44,50.38,11.9947574915364
"Empidonax_minimus",10,49.98,11.9714843804175
"Empidonax_oberholseri",10.4,43.85,13.2875451919157
"Empidonax_occidentalis",11.6,35.61,15.9021493415348
"Empidonax_traillii",13.39,41.69,13.2254634830705
"Empidonax_virescens",12.6,36.49,13.0029223419613
"Empidonax_wrightii",12.3,39.89,15.1343928135931
"Empidonomus_varius",27.1,-12.2,16.2547724128472
"Enicognathus_ferrugineus",160,-44.94,22.3550812412165
"Enicognathus_leptorhynchus",193,-38.95,40.7983032670077
"Enicurus_immaculatus",25.5,24.13,18.1841047009453
"Enicurus_leschenaulti",33.8,17.04,21.4005665817857
"Enicurus_maculatus",40.39,25.07,22.3334991475623
"Enicurus_ruficapillus",28.23,2.46,22.0490331443697
"Enicurus_schistaceus",31,21.87,20.7874560356513
"Enicurus_scouleri",17.8,29.09,12.8489347644448
"Enicurus_velatus",33,-2.43,17.7643299366347
"Enodes_erythrophris",130,-1.41,23.2633065734189
"Ensifera_ensifera",11.2,-4.35,92.4771750478423
"Entomodestes_coracinus",56,2.3,18.4819407924544
"Entomodestes_leucotis",61.7,-11.86,15.1231581785809
"Entomyzon_cyanotis",105.26,-23.15,NA
"Cacatua_roseicapilla",325.33,-25.66,31.5374955632128
"Eophona_migratoria",46.88,40.13,21.5137823627684
"Eophona_personata",80,41.52,25.8792228094488
"Eopsaltria_australis",20.15,-29.63,14.5117759784684
"Eopsaltria_griseogularis",19.38,-31.89,16.0877956271116
"Eos_bornea",156,NA,29.4099035903774
"Eos_cyanogenia",167,-1.13,23.8419590601232
"Eos_histrio",113.33,3.97,24.6224655621555
"Eos_reticulata",113.33,-6.87,23.9352413865272
"Eos_semilarvata",94.47,-3.41,23.1063104127534
"Eos_squamata",100,-0.17,24.9566104782019
"Ephippiorhynchus_asiaticus",4100,5.83,297.089288444258
"Ephippiorhynchus_senegalensis",6158.73,-0.09,288.075558513438
"Phrygilus_dorsalis",38.07,-22.53,14.566559394026
"Phrygilus_erythronotus",20.69,-18.75,14.3736714862492
"Epimachus_fastuosus",232.87,-4.22,74.8706947295591
"Epimachus_meyeri",220.48,-5.83,83.5945472526457
"Epinecrophylla_haematonota",8.7,-2.62,NA
"Epinecrophylla_erythrura",11.4,-4.13,17.0292940184046
"Epinecrophylla_fulviventris",10.4,7.33,14.5530150779516
"Myrmotherula_gutturalis",9.2,1.89,15.1782928643934
"Epinecrophylla_ornata",9.4,-7.85,15.0431250009146
"Epinecrophylla_leucophthalma",9.4,-7.9,14.6522064888943
"Epinecrophylla_spodionota",10.7,-6.66,14.4093167932816
"Epthianura_albifrons",13.3,-32.65,13.4378440815695
"Epthianura_aurifrons",10.5,-27.35,13.533359811254
"Epthianura_crocea",9.3,-21.42,13.0808065336663
"Epthianura_tricolor",10.7,-26.26,14.4495221864766
"Eremalauda_dunni",20.5,20.92,12.3925166128203
"Eremomela_atricollis",10.2,-11.57,14.4065279897302
"Eremomela_badiceps",10.59,0.07,13.6703528461007
"Eremomela_canescens",6.92,7.63,12.4051250798497
"Eremomela_flavicrissalis",4.5,3.95,9.43687829999253
"Eremomela_gregalis",6.8,-29.22,10.5226275031473
"Eremomela_icteropygialis",7.54,-5.01,11.4765822725408
"Eremomela_pusilla",6.2,10.46,11.6941996278707
"Eremomela_scotops",8.99,-11.55,13.3480962605998
"Eremomela_turneri",7.34,-1.7,10.0515218081418
"Eremomela_usticollis",8.39,-19.23,12.5076653299201
"Eremophila_alpestris",33.33,49.42,14.1952009409815
"Eremophila_bilopha",38.5,30.51,14.070673231177
"Eremopterix_australis",14.2,-28.25,9.95552813704498
"Eremopterix_griseus",16,22.25,11.1000376153812
"Mirafra_hova",18.9,-19.04,13.5450536559206
"Eremopterix_leucopareia",14.5,-4.43,11.1397892581429
"Eremopterix_leucotis",16.4,-0.08,12.1820175246545
"Eremopterix_nigriceps",13.85,18.08,11.6734772041101
"Eremopterix_signatus",15.7,4.07,11.8600224115755
"Eremopterix_verticalis",17,-23.28,11.7991145448461
"Eriocnemis_alinae",4.24,-2.19,18.4077992132679
"Eriocnemis_cupreoventris",5.3,6.74,20.9080041605104
"Eriocnemis_derbyi",5.06,1.95,23.3660049065407
"Eriocnemis_glaucopoides",3.7,-21.08,22.2040202656668
"Eriocnemis_godini",5.06,0,23.216861349806
"Eriocnemis_isabellae",3.95,NA,19.5356949983351
"Eriocnemis_luciani",6,-7.22,25.9558373048436
"Eriocnemis_mirabilis",5.06,2.65,19.962027238775
"Eriocnemis_mosquera",5.3,0.34,20.7357496877667
"Eriocnemis_nigrivestis",4.45,0,19.4212469985763
"Eriocnemis_vestita",4.54,2.39,21.8736083476131
"Erithacus_rubecula",17.7,51.31,13.6646983167175
"Erpornis_zantholeuca",11.8,16.76,14.1190369439106
"Erythrocercus_holochlorus",6,-3.12,8.95590779647045
"Erythrocercus_livingstonei",5.9,-15.76,9.37230082252063
"Erythrocercus_mccallii",7.2,3.08,11.1813393992783
"Pomatorhinus_erythrocnemis",58.15,28.2,35.2000424472149
"Pomatorhinus_erythrogenys",54.9,18.93,33.6159944950603
"Pomatorhinus_gravivox",58.15,NA,34.3240595080478
"Pomatorhinus_hypoleucos",75.6,17.84,41.0587993980274
"Pomatorhinus_mcclellandi",58.15,NA,30.0500843253937
"Pomatorhinus_swinhoei",58.15,NA,34.0205427528583
"Erythrogonys_cinctus",51.4,-25.78,24.3524003321305
"Pitta_arcuata",53.75,1.15,24.2126584102865
"Pitta_erythrogaster",72.39,0.05,NA
"Pitta_dohertyi",60,-1.89,23.8234639110975
"Pitta_granatina",61.5,0.79,21.4728534163907
"Pitta_kochi",116,15.61,28.698319103984
"Pitta_ussheri",55.34,NA,22.914443647312
"Pitta_venusta",94.87,0.01,24.9528014741877
"Erythrotriorchis_buergersi",575,-7.45,32.5798700963613
"Erythrotriorchis_radiatus",887.35,-17.84,34.4420755088795
"Erythrura_coloria",11.3,7.78,11.4400113808457
"Erythrura_cyaneovirens",13,-15.42,14.2643208062667
"Erythrura_hyperythra",11,1.7,11.2262365359813
"Erythrura_kleinschmidti",21,-17.67,15.8128566416446
"Erythrura_papuana",19.4,-7.07,15.2486442168243
"Erythrura_pealii",13.78,-17.49,12.4355112560764
"Erythrura_prasina",14,4.45,13.8570947282761
"Erythrura_psittacea",11.5,-21.27,12.1781239300407
"Erythrura_trichroa",14.39,-4.15,12.9825610176511
"Erythrura_tricolor",13.78,-6.41,11.8220809357185
"Erythrura_viridifacies",13.78,14.38,12.5186248664279
"Esacus_giganteus",1015.87,-4.53,75.9082606839258
"Esacus_recurvirostris",790,20.67,75.7774018877652
"Estrilda_astrild",8.29,-10.04,10.0995201758686
"Estrilda_atricapilla",7.8,-0.6,9.44268343633546
"Estrilda_charmosyna",7.4,4.2,9.88289767950773
"Estrilda_caerulescens",9.4,11.34,10.2402503391262
"Estrilda_erythronotos",9.2,-17.55,10.1461474093236
"Estrilda_kandti",7.48,NA,8.90627735089511
"Estrilda_melpoda",7.6,3.35,9.97598361394909
"Estrilda_nigriloris",7.48,-9.19,8.9378945694305
"Estrilda_nonnula",7.7,2.33,9.8882054509446
"Estrilda_paludicola",7.6,-4.88,8.61647559188733
"Estrilda_perreini",7.4,-12.12,10.4902174408156
"Estrilda_poliopareia",7.48,5.79,9.69275240356475
"Estrilda_rhodopyga",7.7,2.64,9.95560104938783
"Estrilda_rufibarba",8.5,15.57,10.2511498195119
"Estrilda_thomensis",7.6,-14.4,9.37208403495567
"Estrilda_troglodytes",7.6,11.03,9.82118672410957
"Eubucco_richardsoni",33.9,-5.72,19.4709476058604
"Eubucco_bourcierii",37,3.7,20.7246293845511
"Eubucco_versicolor",32.8,-11.57,21.0548683728091
"Eubucco_tucinkae",41.7,-11.25,24.4170892148279
"Terenura_callinota",7,1.64,14.6967362941373
"Terenura_humeralis",7.3,-7.29,14.0569162028953
"Terenura_sharpei",7.48,-15.7,13.4813977825455
"Terenura_spodioptila",6.5,1.79,13.6448768784087
"Eucometis_penicillata",27,-3.91,18.6499057073426
"Eudocimus_albus",889.66,18.26,144.235494034713
"Eudocimus_ruber",660.08,2.11,144.953823754357
"Eudromia_elegans",702.9,-37.96,29.6359838027919
"Eudromia_formosa",772.93,-24.53,32.1817019043956
"Eudromias_morinellus",108.16,63.22,18.6313568072417
"Eudynamys_orientalis",194.92,-5.64,33.982825539168
"Eudynamys_scolopaceus",194.92,9.67,32.3855630048569
"Eudyptes_chrysocome",2327.85,-50.81,49.6420237694811
"Eudyptes_chrysolophus",4485.08,-54.56,60.485003517
"Eudyptes_moseleyi",2327.85,NA,53.2868765701801
"Eudyptes_pachyrhynchus",3904.88,-45.38,49.604317486845
"Eudyptes_robustus",3038.02,NA,56.55456905826
"Eudyptes_schlegeli",4242.64,NA,70.7136824657675
"Eudyptes_sclateri",5888.95,-48.42,65.7073432312347
"Eudyptula_minor",1107.82,-37.88,47.606679370252
"Eugenes_fulgens",8,21.37,33.8108930882271
"Eugerygone_rubra",8.4,-5.52,11.9937182981428
"Eugralla_paradoxa",44,-39.91,16.2251520141121
"Eulabeornis_castaneoventris",684.46,-13.61,59.1809224638343
"Eulacestoma_nigropectus",20,-7.02,14.6957874898333
"Eulampis_holosericeus",5.7,16.27,25.4979327880312
"Eulampis_jugularis",8.85,15.18,27.9412272735927
"Eulidia_yarrellii",3.96,-20.29,14.1234392646514
"Eulipoa_wallacei",504.97,-1.51,22.9414523143787
"Eumomota_superciliosa",62.5,15.7,42.21230965163
"Rhinomyias_additus",22.49,-3.59,13.6844099965412
"Eumyias_albicaudatus",16.4,11.35,12.8301427788753
"Eumyias_indigo",23.14,-0.15,12.6427405741997
"Eumyias_panayensis",20,5.6,14.6685229764786
"Eumyias_sordidus",25.14,7.2,15.0881218786016
"Eumyias_thalassinus",18.1,16.83,11.8428192536293
"Euneornis_campestris",16,18.38,15.481729892334
"Eunymphicus_cornutus",130,-21.19,23.0165367073175
"Eunymphicus_uvaeensis",130,NA,25.460803214727
"Lonchura_cantans",12,11.8,10.6029206534794
"Lonchura_malabarica",12,23.39,10.027129941687
"Eupetes_macrocerus",101,1.46,29.465673728846
"Eupetomena_macroura",9,-12.75,24.818391613137
"Euphagus_carolinus",59.57,56.33,22.7229901902729
"Euphagus_cyanocephalus",62.48,45.9,22.7260027096383
"Eupherusa_cyanophrys",4.8,17.27,21.2984881509095
"Eupherusa_eximia",4.3,16.09,19.701325633321
"Eupherusa_nigriventris",3.5,9.4,15.8574117347598
"Eupherusa_poliocerca",4.85,14.35,21.0504032446183
"Euphonia_affinis",10,18.31,8.95821264932269
"Euphonia_anneae",14.9,9.2,11.5882262518257
"Euphonia_cayennensis",14.3,1.35,11.8275172994565
"Euphonia_chalybea",19,-25.28,13.3542219297979
"Euphonia_chlorotica",11,-11.85,8.83253764321652
"Euphonia_chrysopasta",14,-3.71,11.8232193995246
"Euphonia_concinna",10.3,3.68,8.87574932915717
"Euphonia_cyanocephala",14,-14.1,8.46272629118359
"Euphonia_elegantissima",15,18.81,10.2064565363135
"Euphonia_finschi",10.48,4.38,8.92250644653104
"Euphonia_musica",14.66,17.41,9.50036638336256
"Euphonia_fulvicrissa",11,5.51,10.0183349537104
"Euphonia_gouldi",14,14.85,9.97358193075401
"Euphonia_hirundinacea",14,15.59,9.14159267984331
"Euphonia_imitans",14,8.73,10.5996154107543
"Euphonia_jamaica",16.6,18.38,11.2651330488641
"Euphonia_laniirostris",15,-4.1,9.53196825668516
"Euphonia_luteicapilla",13,9.7,8.72270260676147
"Euphonia_mesochrysa",13,-7.64,8.7774522767639
"Euphonia_minuta",10,-1.42,10.5804650183618
"Euphonia_pectoralis",14.4,-21.49,11.0216228597855
"Euphonia_plumbea",8.9,4.01,9.28959849325567
"Euphonia_rufiventris",14,-5.38,11.8683312690973
"Euphonia_saturata",13.26,-0.27,10.3072395447681
"Euphonia_trinitatis",11,9.12,9.62605071223722
"Euphonia_violacea",15,-8.21,10.4451600695796
"Euphonia_xanthogaster",13,-4.43,9.8382245357749
"Euplectes_afer",14.29,-1.86,13.6857819178719
"Euplectes_albonotatus",21.05,-11.15,13.8919584127014
"Euplectes_ardens",19.02,-5.77,12.4913567987811
"Euplectes_aureus",21,-9.83,16.2221440942325
"Euplectes_axillaris",25.12,-6.52,16.6789212962352
"Euplectes_capensis",30.51,-11.48,16.2160326750111
"Euplectes_diadematus",13.9,-0.29,13.0704609399661
"Euplectes_franciscanus",16,10.32,13.3460337654222
"Euplectes_gierowii",28.27,1.06,18.1256590762548
"Euplectes_hartlaubi",35.5,-7.34,18.833153965883
"Euplectes_hordeaceus",19.37,0.85,16.9186404398501
"Euplectes_jacksoni",37.03,-0.74,17.6562185259368
"Euplectes_macroura",21.66,0.76,16.3600828962643
"Euplectes_nigroventris",12.5,-7.62,12.7683522819262
"Euplectes_orix",22.97,-18.2,15.5269324062597
"Euplectes_progne",35.1,-19.1,18.1907032906506
"Euplectes_psammocromius",35.5,-9.39,17.474147906946
"Eupodotis_caerulescens",1366,-28.62,31.6584233365487
"Eupodotis_senegalensis",585,2.73,34.0926602152029
"Aratinga_nana",76.9,17.45,21.4770529210063
"Aratinga_aurea",84.62,-12.5,24.0470872173533
"Aratinga_cactorum",139.26,-9.72,22.919876671195
"Aratinga_canicularis",85,17.2,20.8697351106512
"Aratinga_pertinax",83.99,6.19,24.8295748275761
"Euptilotis_neoxenus",122.32,24.43,19.3760998174269
"Pycnonotus_eutilotus",35.3,1.31,18.3250459317072
"Andropadus_ansorgei",18.7,2.4,13.4473727751002
"Andropadus_curvirostris",24.9,1.02,16.4748431949822
"Andropadus_gracilis",21.63,1.52,14.774972557975
"Andropadus_latirostris",26.2,1.45,17.9277819315437
"Andropadus_virens",26.56,-0.36,14.6916748985225
"Eurocephalus_anguitimens",69.04,-20.88,22.2683904663287
"Eurocephalus_rueppelli",50.6,1.61,22.9590960715861
"Eurochelidon_sirintarae",26,NA,14.9862748479005
"Eurostopodus_archboldi",77,-6.5,15.515665264059
"Eurostopodus_argus",93.39,-24.39,16.3525724664647
"Eurostopodus_diabolicus",104.38,-0.88,22.6126136059407
"Eurostopodus_mystacalis",134.52,-23.41,NA
"Eurostopodus_papuensis",80.49,-6.99,14.5911865808496
"Euryceros_prevostii",96.93,-16.04,44.7109276363463
"Eurylaimus_javanicus",78.2,6.01,27.4652181510348
"Eurylaimus_ochromalus",33.3,2.12,20.0659647394493
"Euryptila_subcinnamomea",11.5,-29.64,14.4211861299891
"Eurypyga_helias",210,-3.14,61.5781068186834
"Eurystomus_azureus",122.76,-1.64,34.0233020051569
"Eurystomus_glaucurus",110,-1.1,29.7855240787286
"Eurystomus_gularis",96.29,1.56,25.1985534239914
"Eurystomus_orientalis",143.02,12.37,32.1183365304768
"Euscarthmus_meloryphus",6.8,-13.31,13.2948190077208
"Euscarthmus_rufomarginatus",6,-15.26,10.6762502599508
"Euschistospiza_cinereovinacea",12,-8.44,10.5758343601134
"Euschistospiza_dybowskii",13.4,6.45,11.5558713532053
"Eutoxeres_aquila",10.6,3.25,27.7771058595236
"Eutoxeres_condamini",10.79,-7.48,23.9948087281641
"Eutrichomyias_rowleyi",19,3.41,16.9633510029409
"Eutriorchis_astur",1790,-16.59,40.4421486765612
"Dendragapus_canadensis",473.65,55.75,21.2270617841743
"Dendragapus_falcipennis",685.61,52.48,21.53579231463
"Falco_alopex",273.86,11.02,22.0534610348456
"Falco_amurensis",141.87,47.21,16.7026770342607
"Falco_araea",79.77,-6.19,17.2663380589709
"Falco_ardosiaceus",234.16,5,24.1940245484468
"Falco_berigora",587.01,-23.52,27.6388181529175
"Falco_biarmicus",606.09,5.78,28.3509378808364
"Falco_cenchroides",170.47,-25.17,19.4728349142615
"Falco_cherrug",961.21,44.3,32.5729072504995
"Falco_chicquera",208,-4.37,20.6640554534029
"Falco_columbarius",188.5,58,16.2235978896823
"Falco_concolor",250,21.33,20.188892229002
"Falco_cuvierii",182.2,-1.73,18.0992262327857
"Falco_deiroleucus",459.56,-6.75,26.5907204440795
"Falco_dickinsoni",209,-14.42,21.7681024260223
"Falco_eleonorae",390,37.27,21.7761632565875
"Falco_fasciinucha",254.69,-7.06,21.4001792660914
"Falco_femoralis",335.76,-15.19,21.2323848219449
"Falco_hypoleucos",457.2,-24.3,23.9863476502318
