"Jetz_Name","Body_mass","Latitude_mean","Beak"
"Basileuterus_cinereicollis",13.04,7.59,15.8183233844116
"Basileuterus_conspicillatus",13.04,10.73,15.0021601381246
"Basileuterus_coronatus",16.3,-3.42,14.8257759900725
"Basileuterus_luteoviridis",12.92,-4.27,10.5015435744153
"Basileuterus_flaveolus",13.19,-12.78,14.9579116551073
"Basileuterus_fraseri",11.6,-2.39,13.4908883136177
"Phaeothlypis_fulvicauda",14.9,-2.17,14.3849213061661
"Basileuterus_leucoblepharus",15.1,-26.63,14.8522678719109
"Basileuterus_leucophrys",18.1,-17.18,14.283054405544
"Phaeothlypis_rivularis",13.5,-7.13,13.9855869198645
"Basileuterus_nigrocristatus",13.64,1.8,14.1647635353789
"Basileuterus_signatus",11.3,-16.16,12.4187080211496
"Myiotriccus_ornatus",9.9,-2.8,13.0684727803953
"Myiozetetes_cayanensis",25.9,-4.28,14.0220672524806
"Myiozetetes_granadensis",29.3,-2.1,15.8280702747311
"Myiozetetes_luteiventris",19,-3.77,13.0476273468347
"Myiozetetes_similis",28,-3.28,15.5285157216061
"Myophonus_blighi",104.59,7.2,24.3343625048641
"Myophonus_borneensis",89.65,NA,30.5951916618273
"Myophonus_caeruleus",157.98,24.07,33.1471829330698
"Myophonus_castaneus",89.65,NA,28.2706204696707
"Myophonus_glaucinus",89.65,-0.58,28.5497048746273
"Myophonus_horsfieldii",117,18.65,31.417773180455
"Myophonus_insularis",104.59,23.73,30.7097991138343
"Myophonus_melanurus",66.56,0.05,20.4027670874687
"Myophonus_robinsoni",99.2,4.09,28.9416168163531
"Myornis_senilis",21.2,-0.84,16.6589358076081
"Myrmeciza_longipes",27.9,5.97,20.3757403291389
"Myrmecocichla_aethiops",56.56,12.93,23.4620271939373
"Myrmecocichla_arnoti",39.6,-13.07,19.2841563282926
"Myrmecocichla_formicivora",41.6,-25.33,21.9743974765949
"Myrmecocichla_melaena",38.88,11.65,17.4442882479688
"Oenanthe_monticola",33.1,-26.03,22.761386244176
"Myrmecocichla_nigra",40.3,-5.36,19.1133684392199
"Myrmecocichla_tholloni",38.88,-6.39,21.2339083483443
"Schistocichla_brunneiceps",25.69,NA,18.5686015598476
"Schistocichla_caurensis",39.4,4.33,24.4295377335977
"Schistocichla_humaythae",25.69,NA,21.79799131318
"Myrmeciza_hyperythra",41,-6.96,25.1550413344855
"Schistocichla_leucostigma",25.69,-2.74,22.1117791177891
"Schistocichla_rufifacies",25.69,NA,21.0993636283558
"Schistocichla_saturata",25.69,NA,18.81008172445
"Schistocichla_schistacea",26.4,-4.75,19.156506977696
"Myrmia_micrura",2.21,-4.53,15.3535036116801
"Myrmoborus_leucophrys",21.5,-4.41,18.0865918708103
"Percnostola_lophotes",28,-11.58,21.7239095120505
"Myrmoborus_lugubris",21.44,-3.17,19.7480741532519
"Myrmoborus_melanurus",20.25,-5.17,17.2385733163375
"Myrmoborus_myotherinus",18.8,-6.05,17.6136710262818
"Myrmochanes_hemileucus",12.48,-5.79,18.5939876697678
"Myrmeciza_ferruginea",26.1,1.52,20.0069680420682
"Myrmeciza_loricata",29.75,-18.59,17.5456806446258
"Myrmeciza_ruficauda",29.75,-14.23,18.837711247156
"Myrmeciza_squamosa",18.5,-25.32,16.0448493829695
"Myrmeciza_atrothorax",16.1,-4.61,16.8949877058398
"Myrmorchilus_strigilatus",23,-15.56,15.7159654334227
"Myrmornis_torquata",46.7,-0.36,NA
"Myrmothera_campanisona",47,-2.62,21.6726033699699
"Myrmothera_simplex",52.4,4.69,19.9549962759057
"Myrmotherula_ambigua",6.7,0.54,15.1592970828526
"Myrmotherula_assimilis",9.3,-5.42,15.7977071041932
"Myrmotherula_axillaris",8.09,-3.52,14.6215169341563
"Myrmotherula_behni",8,3.89,14.182997799227
"Myrmotherula_brachyura",6.4,-3.86,13.1287265957706
"Myrmotherula_cherriei",8.2,2.51,16.7581279318461
"Myrmotherula_grisea",8.4,-15.47,14.0010057887062
"Myrmotherula_ignota",7.1,-0.89,12.8474276826791
"Myrmotherula_iheringi",8,-7.9,14.6069856519345
"Myrmotherula_klagesi",7.8,-2.94,14.8894663094543
"Myrmotherula_longicauda",8.3,-8.92,14.4048286234344
"Myrmotherula_longipennis",9.4,-2.56,15.1198197137471
"Myrmotherula_luctuosa",8,NA,14.5451440856792
"Myrmotherula_menetriesii",8.6,-3.61,15.4290083393808
"Myrmotherula_minor",6.4,-21.95,12.2503137997352
"Myrmotherula_multostriata",8,-3.29,14.1362487990651
"Myrmotherula_pacifica",10.1,NA,15.3702688795831
"Myrmotherula_schisticolor",9.6,4.17,15.7291523500664
"Myrmotherula_sclateri",8.4,-7.83,15.2617423324155
"Myrmotherula_snowi",9.59,NA,14.0065080865031
"Myrmotherula_sunensis",8.88,-2.74,12.1723275402095
"Myrmotherula_surinamensis",8.3,NA,15.7925820700452
"Myrmotherula_unicolor",11.5,-22.65,12.4452289101202
"Myrmotherula_urosticta",8.88,-17.83,12.4837125629373
"Myrtis_fanny",2.3,-9.37,21.0490104416572
"Mystacornis_crossleyi",24.5,-19.01,21.5605725799167
"Myza_celebensis",20,-1.6,29.5640555856749
"Myza_sarasinorum",22.5,-1.63,29.844862038793
"Myzomela_adolphinae",7.4,-6.79,13.091915313499
"Myzomela_albigula",14.55,-10.92,21.3199117757231
"Myzomela_chloroptera",10.84,-1.75,NA
"Myzomela_blasii",14.9,-3.41,19.1921108176466
"Myzomela_boiei",10.84,-7.66,16.3045872396789
"Myzomela_caledonica",6.95,-21.44,14.4303413088229
"Myzomela_cardinalis",13.76,-14.09,20.3942050161771
"Myzomela_chermesina",10.84,-12.58,18.4331817646045
"Myzomela_cineracea",13.79,NA,24.3481314718258
"Myzomela_cruentata",8.24,-5.89,15.3374021755531
"Myzomela_dammermani",10.84,-9.8,17.2228745177854
"Myzomela_eichhorni",10.84,-8.12,21.0126564199962
"Myzomela_eques",13.93,-6.54,20.9464101405868
"Myzomela_erythrocephala",7.79,-14.17,15.8489662681669
"Myzomela_erythromelas",8,-5.41,13.1197018637788
"Myzomela_jugularis",8.69,-17.83,17.2233348890822
"Myzomela_kuehni",10.84,-7.71,17.1355467258487
"Myzomela_lafargei",12.8,-6.85,20.9102942775674
"Myzomela_rosenbergii",10.32,-5.56,NA
"Myzomela_malaitae",10.84,-8.88,19.5905391372275
"Myzomela_melanocephala",11.97,-9.34,20.1254950622432
"Myzomela_nigrita",9.26,-7.25,15.6049162868317
"Myzomela_obscura",11.88,-12.49,20.192281105971
"Myzomela_pammelaena",15.75,-2.82,16.6730498784687
"Myzomela_pulchella",10,-5.07,18.3908872957807
"Myzomela_rubratra",14,7.88,19.2481953679528
"Myzomela_sanguinolenta",8.34,-25.16,13.2896758744027
"Myzomela_sclateri",10.5,-4.92,17.2933796636295
"Myzomela_tristrami",13.3,-10.65,19.3541534439456
"Myzomela_vulnerata",10.84,-9.08,15.7934936949983
"Myzomela_wakoloensis",7.93,-3.46,15.9323774669319
"Myzornis_pyrrhoura",11.9,27.64,15.8896434838548
"Nannopsittaca_dachilleae",41.5,-11.23,13.0674579278993
"Nannopsittaca_panychlora",44.1,5.01,16.7943851478919
"Phalacrocorax_auritus",1806.49,44.78,68.4247241281904
"Phalacrocorax_brasilianus",1239.29,-9.65,62.1947344107367
"Phalacrocorax_harrisi",3016.62,-0.53,91.5811680842191
"Napothera_epilepidota",16,11.66,15.7105047899298
"Nasica_longirostris",92,-5.28,69.108687158199
"Neafrapus_boehmi",14.42,-12.24,6.29711203929037
"Neafrapus_cassini",39.97,1.58,9.00111580619589
"Necrosyrtes_monachus",2043,-0.37,64.335607419515
"Nectarinia_bocagii",14.8,-10.59,25.1845393667929
"Nectarinia_famosa",14.36,-14.28,31.2456523348112
"Nectarinia_johnstoni",15.16,-3.23,32.134295224648
"Nectarinia_kilimensis",15.66,-6.46,27.2935739206856
"Nectarinia_purpureiventris",11.5,-1.62,20.6835143390577
"Nectarinia_tacazze",14.87,6.32,29.6393666737659
"Nemosia_pileata",16,-8.49,13.9298851050995
"Nemosia_rourei",16,-20.26,9.66989387199283
"Neochen_jubata",1250,-5.64,36.7649990173243
"Neochmia_phaeton",10,-14.56,NA
"Neochmia_modesta",12.74,-25.75,10.7506751017179
"Neochmia_ruficauda",11.13,-17.72,11.0870684261434
"Neochmia_temporalis",11.4,-28.71,10.6205250220373
"Neocichla_gutturalis",66.7,-11.26,20.5720878707711
"Neocossyphus_poensis",51.78,0.79,19.1960056776686
"Neocossyphus_rufus",65.9,-0.32,19.0097574068585
"Neocrex_colombiana",62.1,4.66,21.806810105918
"Neocrex_erythrops",58.3,-9,20.5458547832542
"Neoctantes_niger",32,-3.1,20.6893364811409
"Neodrepanis_coruscans",6.5,-19.01,25.5252512664441
"Neodrepanis_hypoxantha",7.1,-18.44,21.9735840880739
"Neolalage_banksiana",16.79,-16.77,17.3027395019289
"Neolestes_torquatus",22.48,-7.25,15.003161433991
"Neomixis_striatigula",8.3,-20.15,14.3394240704365
"Neomixis_tenella",6.88,-19.04,12.1854006170165
"Neomixis_viridis",7,-19.01,12.1729749018326
"Neomorphus_geoffroyi",355.03,-6.5,52.2036430340765
"Neomorphus_pucheranii",330,-4.17,51.3585716518573
"Neomorphus_radiolosus",399,1.77,48.6674316314049
"Neomorphus_rufipennis",377.73,4.69,50.5391295727808
"Neopelma_aurifrons",14,-19.29,11.5142608029302
"Neopelma_chrysocephalum",15.5,2.97,14.9396568120085
"Neopelma_chrysolophum",16.02,NA,11.371871678764
"Neopelma_pallescens",18.2,-12.66,14.4637523043249
"Neopelma_sulphureiventer",15.7,-11.1,14.3712912321184
"Riparia_cincta",23.42,-12.79,13.5480465378333
"Neophema_chrysogaster",45.9,-41.99,14.0513249789365
"Neophema_chrysostoma",46.1,-33.86,13.7000406135544
"Neophema_elegans",43.4,-33.1,12.8940608329624
"Neophema_petrophila",53.2,-32.83,13.7439161958508
"Neophema_pulchella",41.37,-32.27,12.6085554114841
"Neophema_splendida",38.6,-30.07,12.3488763465974
"Neophron_percnopterus",2082,22.9,61.5900586275514
"Neopipo_cinnamomea",7.7,-3.04,10.1099096018132
"Neopsephotus_bourkii",44.4,-26.88,12.9885275523644
"Neopsittacus_musschenbroekii",50.9,-7.05,14.6357227413449
"Neopsittacus_pullicauda",33.2,-5.67,17.0192159177735
"Paradoxornis_davidianus",20.73,23.01,9.36617753666826
"Neothraupis_fasciata",26.8,-15.94,17.3852378581502
"Neotis_denhami",3970.2,-0.69,92.2165253600106
"Neotis_heuglinii",4098.78,7.8,72.5568407317623
"Neotis_ludwigii",3260.94,-27.43,63.606962839514
"Neotis_nuba",5440,16.72,54.7710728909355
"Neoxolmis_rufiventris",77,-48.68,23.2210238859858
"Myiophobus_lintoni",9.8,-3.62,16.0134042776151
"Myiophobus_ochraceiventris",10.47,-11.45,10.8355089623574
"Myiophobus_pulcher",9.5,-0.4,12.6083116255235
"Nephelornis_oneilli",16.14,-9.5,13.3972621411085
"Nesasio_solomonensis",1155,-6.85,45.4908671878783
"Nesillas_brevicaudata",16.1,-11.42,16.2734101510607
"Nesillas_lantzii",19.68,NA,15.4474150657635
"Nesillas_mariae",16,-12.58,17.5090531209484
"Nesillas_typica",19.68,-18.82,15.7665549606737
"Nesocharis_ansorgei",8.4,-0.77,10.2666373519227
"Nesocharis_capistrata",11.6,6.76,10.5643808762003
"Nesocharis_shelleyi",7.6,5.73,8.58778817384876
"Nesoctites_micromegas",32.19,18.7,17.6527464033216
"Nesoenas_mayeri",302.76,-20.06,27.5548116903752
"Nesoenas_picturata",176.79,-19.04,20.9254711134527
"Nesofregetta_fuliginosa",70,-14.87,21.628162000997
"Calliphlox_evelynae",2.4,23.89,17.2483212633058
"Nesopsar_nigerrimus",39,18.38,26.2518849607371
"Lichenostomus_flavicollis",28.71,-41.23,20.4847432170063
"Lichenostomus_leucotis",23.86,-30.91,19.4951133546103
"Nesospingus_speculiferus",35.2,18.46,21.1318139061797
"Nesospiza_acunhae",28.54,-37.32,15.1607162878849
"Nesospiza_questi",28.54,NA,16.7197988988832
"Nesospiza_wilkinsi",43.23,-37.32,21.6320637428628
"Nesotriccus_ridgwayi",11,5.68,16.3197547822725
"Nestor_meridionalis",428.01,-41.03,55.1424453074167
"Nestor_notabilis",862.97,-43.23,59.250688534556
"Netta_erythrophthalma",780.38,-11.35,45.3321466916706
"Netta_peposaca",999.99,-37.41,61.1201029079446
"Netta_rufina",1118,45.24,50.2870153996628
"Nettapus_auritus",266,-2.27,27.4635617989786
"Nettapus_coromandelianus",391.33,15.72,26.7918278707152
"Nettapus_pulchellus",306.98,-16.46,26.841880624339
"Newtonia_amphichroa",12.3,-19.02,13.9849173457269
"Newtonia_archboldi",7.8,-23.92,12.8740652994718
"Newtonia_brunneicauda",10.1,-19.04,12.9251799803693
"Newtonia_fanovanae",12.7,-19.2,13.9850297247991
"Nicator_chloris",46.1,1.36,21.9915483069886
"Nicator_gularis",45.58,-13.61,23.318634330241
"Nicator_vireo",23.6,-1.19,19.0550117662642
"Nigrita_bicolor",10.5,1.73,9.478367457835
"Nigrita_canicapillus",18.7,0.35,13.9155657214563
"Nigrita_fusconotus",9.1,0.92,10.7431393908663
"Nigrita_luteifrons",13.2,0.22,11.4163514792044
"Nilaus_afer",19.06,-2.38,18.1865400641078
"Niltava_davidi",25.15,24.62,15.3486021554228
"Niltava_grandis",30.3,15.67,19.5934962571222
"Niltava_macgrigoriae",11.95,23.46,11.5605279927887
"Niltava_vivida",33,24.61,NA
"Niltava_sumatrana",25.15,1.36,14.1979604709854
"Niltava_sundara",21.1,27.73,15.3368499153255
"Ninox_affinis",348.96,10.35,22.0353442287538
"Ninox_boobook",282.19,-25.5,26.4016918018926
"Ninox_burhani",99,NA,NA
"Ninox_connivens",577.99,-21.16,33.4019739234075
"Ninox_squamipila",210,-1.82,26.1737273532432
"Ninox_jacquinoti",200.81,-8.03,27.4605972116813
"Ninox_ios",86,NA,NA
"Ninox_scutulata",191,22.75,21.5648229744285
"Ninox_novaeseelandiae",183.37,-30.89,24.995502877282
"Ninox_philippensis",127.89,11.72,NA
"Ninox_meeki",209,-1.89,27.2504548841622
"Ninox_natalis",184,NA,25.9556097653694
"Ninox_ochracea",348.96,-2.09,23.4888691151049
"Ninox_odiosa",209,-5.41,24.9481516562868
"Ninox_punctulata",151,-2.01,24.5041403356474
"Ninox_rudolfi",348.96,-9.8,27.9037186618429
"Ninox_rufa",931.67,-10.55,38.9590989906844
"Ninox_strenua",1345.97,-32.3,47.9553189012893
"Ninox_sumbaensis",90,NA,NA
"Ninox_theomacha",125,-7.03,21.5409629044123
"Ninox_variegata",348.96,-4.66,26.7255888599437
"Nipponia_nippon",1900,37.43,169.292708844692
"Nisaetus_alboniger",829.99,2.13,48.1728326035663
"Nisaetus_bartelsi",1391.37,-7.25,42.6532249979675
"Nisaetus_cirrhatus",1475.12,12.6,49.9105512605086
"Nisaetus_floris",1475.12,NA,42.0297022993211
"Nisaetus_lanceolatus",1391.37,-2.02,39.5759540627319
"Nisaetus_nanus",557.76,1.51,44.3495130410006
"Nisaetus_nipalensis",3004.99,27.31,43.733651919434
"Nisaetus_philippensis",1168,11.56,39.3215091173016
"Pycnonotus_hualon",37,NA,15.9054129210766
"Nomonyx_dominicus",364.97,-6.96,39.9857756691938
"Nonnula_amaurocephala",15.49,-2.72,25.6609626702033
"Nonnula_brunnea",14.5,-2.06,20.9747927488741
"Nonnula_frontalis",15.7,8.67,22.1492641431745
"Nonnula_rubecula",18.4,-8.66,21.0512385233305
"Nonnula_ruficapilla",22,-8.56,25.6504738638699
"Nonnula_sclateri",15.96,-8.12,26.9386240982916
"Northiella_haematogaster",85.92,-30.41,18.4449338326659
"Notharchus_hyperrhynchus",95.89,NA,50.1802817956917
"Notharchus_macrorhynchos",95.89,-3.35,38.6839022915475
"Notharchus_ordii",52.8,-1.47,31.7666294352803
"Notharchus_pectoralis",69.1,6.28,34.7132593888789
"Notharchus_tectus",26.8,-2.05,23.6500700468346
"Notharchus_swainsoni",60.72,NA,34.4175600658413
"Nothocercus_bonapartei",763,4.97,36.5782505332399
"Nothocercus_julius",674.5,1.42,33.0459439848084
"Nothocercus_nigrocapillus",586,-14.68,34.8536595908757
"Nothocrax_urumutum",1700,-2.34,42.9903245526832
"Nothoprocta_cinerascens",523.89,-29.1,32.5278574575204
"Nothoprocta_curvirostris",376,-3.96,29.227901331801
"Nothoprocta_ornata",619.27,-18.51,30.9543705099076
"Nothoprocta_pentlandii",300.73,-20.65,27.4831360802817
"Nothoprocta_perdicaria",458,-35.1,25.7133691978026
"Nothoprocta_taczanowskii",475.31,-13.22,43.7317118312418
"Nothura_boraquira",283,-12.75,21.2039111051405
"Nothura_darwinii",244.58,-30.21,20.6490712528788
"Nothura_maculosa",257.48,-26.25,19.601649676812
"Nothura_minor",165.8,-19.46,19.7965448304545
"Notiomystis_cincta",93.37,-37.33,19.9589431000873
"Lamprotornis_corruscus",56.07,-15.95,22.3145982590661
"Nucifraga_caryocatactes",182.51,52.15,49.4544708166776
"Nucifraga_columbiana",129.81,42.66,44.833317800449
"Numenius_americanus",583.86,43.69,164.223477646708
"Numenius_arquata",802.99,55.39,145.732886114206
"Numenius_borealis",350.11,66.06,57.4492409995291
"Numenius_madagascariensis",792,57.37,184.580161403028
"Numenius_minutus",173,67.96,46.3280695627127
"Numenius_phaeopus",364.57,63.79,92.297522562757
"Numenius_tahitiensis",400.08,62.68,97.1705345293973
"Numenius_tenuirostris",308,54.92,86.2025378354117
"Numida_meleagris",1299,-4.21,25.6227302565519
"Nyctanassa_violacea",681.67,17.24,76.180225862965
"Nyctibius_aethereus",440.45,-6.82,32.1931780493651
"Nyctibius_grandis",547,-3.56,45.6406144885439
"Nyctibius_griseus",172.04,-8.35,27.1181370588912
"Nyctibius_jamaicensis",266.04,17.89,26.080084442813
"Nyctibius_leucopterus",86.4,-1.68,19.4019442113116
"Nyctibius_maculosus",170.29,-2.97,24.4970926306676
"Nycticorax_caledonicus",856,-15.85,82.0998431972396
"Nycticorax_nycticorax",810,11.99,80.2458643074892
"Rostratula_semicollaris",76.6,-31.85,42.8559738458507
"Nyctidromus_albicollis",57.84,-4.54,15.0736646486133
"Caprimulgus_anthonyi",35.89,-2.31,14.8673595289234
"Nyctiphrynus_mcleodii",35,22.31,16.778535373183
"Nyctiphrynus_ocellatus",39.6,-11.77,14.1254396577591
"Nyctiphrynus_rosenbergi",52,NA,13.6866688504815
"Nyctiphrynus_yucatanicus",24.5,19.12,15.774975931268
"Caprimulgus_hirundinaceus",57.51,-9.39,11.4192010011617
"Caprimulgus_nigrescens",35.7,-2.35,16.9008254815824
"Nyctiprogne_leucopyga",27.3,-4.89,10.7560119257774
"Nyctiprogne_vielliardi",41,NA,7.91943235765211
"Nyctyornis_amictus",71.89,2.7,47.2452970445622
"Nyctyornis_athertoni",84.23,20.33,48.7307257152202
"Nymphicus_hollandicus",94.61,-25.21,17.3556439024536
"Bucco_noanamae",37.63,6.27,32.2038457080256
"Bucco_tamatia",35.5,-2.94,29.5511635184754
"Nystalus_chacuru",52.3,-16.44,32.7659458124824
"Nystalus_maculatus",42,-15.41,34.7918997378608
"Nystalus_radiatus",61,4.38,30.0916406968776
"Nystalus_striolatus",47,-9.55,31.9909015475474
"Oceanites_gracilis",16.7,-10.24,13.4408797771316
"Oceanites_oceanicus",30.41,-60.29,16.5527084133048
"Ochetorhynchus_andaecola",30.85,-20.95,28.2470944628159
"Ochetorhynchus_melanura",40,-32.46,26.5510624940973
"Ochetorhynchus_phoenicurus",30.16,-44.15,23.0724361162204
"Ochetorhynchus_ruficaudus",36.3,-28.77,29.5033735250961
"Ochthoeca_cinnamomeiventris",12,-3.57,13.3181064631483
"Ochthoeca_fumicolor",16.6,-3.53,12.2417440631129
"Ochthoeca_leucophrys",13.1,-17.67,12.1379609410579
"Ochthoeca_nigrita",11.9,NA,13.4774088495877
"Ochthoeca_oenanthoides",17.7,-17.89,12.5663410551567
"Ochthoeca_piurae",12.56,-7.74,13.1299129124265
"Ochthoeca_rufipectoralis",9.98,-4.22,12.7749273101799
"Tumbezia_salvini",12.2,-5.8,14.1684009788819
"Ochthoeca_thoracica",11.9,NA,9.65565851424997
"Ochthornis_littoralis",13.4,-3.76,14.9264063119348
"Ocreatus_underwoodii",3,-2,17.0330338688226
"Ocyceros_birostris",375,21.77,97.4177260277159
"Ocyceros_gingalensis",238,7.71,93.5990977076325
"Ocyceros_griseus",292,14.48,98.5824359119644
"Ocyphaps_lophotes",204,-25.66,18.0503362509105
"Odontophorus_atrifrons",304,8.91,18.5315171482228
"Odontophorus_balliviani",317.43,-15.37,19.8498350888724
"Odontophorus_capueira",425.4,-22.17,20.8367558863089
"Odontophorus_columbianus",340,9.63,20.5626658985857
"Odontophorus_dialeucos",260,7.97,20.898213364603
"Odontophorus_erythrops",335,3.02,21.0332240623999
"Odontophorus_gujanensis",314.06,-2.7,19.3428430808033
"Odontophorus_guttatus",303.83,15.67,19.4342361547686
"Odontophorus_hyperythrus",339.3,6.6,21.0329075158574
"Odontophorus_leucolaemus",295,9.78,18.789749309577
"Odontophorus_melanonotus",322,0.04,22.4668324466368
"Odontophorus_melanotis",335,11.36,19.6241567294579
"Odontophorus_speciosus",317,-10.12,19.0203631989042
"Odontophorus_stellatus",335.81,-8.17,17.864067300955
"Odontophorus_strophium",302,5.54,20.7902132709417
"Odontorchilus_branickii",9.6,-5.28,14.053545069447
"Odontorchilus_cinereus",11,-9.26,16.1835013246164
"Lonchura_griseicapilla",14.5,-0.78,11.1094730750993
"Toxorhamphus_iliolophus",11,-5.29,18.7401794711128
"Oedistoma_pygmaeum",5.8,-6.89,12.4060195913538
"Oena_capensis",40.6,0.29,13.1819448327068
"Myrmecocichla_albifrons",20.6,9.04,16.1900741120428
"Oenanthe_albonigra",25.2,30.59,20.5613447436339
"Oenanthe_bottae",19.9,11.7,20.2484768323577
"Oenanthe_chrysopygia",22.7,NA,19.2165295498202
"Oenanthe_cypriaca",16.61,35.36,14.5837121394463
"Oenanthe_deserti",19.84,38.64,17.9604281736753
"Cercomela_dubia",17.19,10.18,16.0421512611676
"Cercomela_familiaris",19.45,-9.86,18.5174133359788
"Oenanthe_finschii",27.38,36.49,18.9197423592923
"Cercomela_fusca",12.7,26.02,17.8490203866849
"Oenanthe_hispanica",15.04,43.1,16.4865819634899
"Oenanthe_isabellina",29.4,43.05,20.1025550942736
"Oenanthe_leucopyga",27.9,24.09,21.1980762974041
"Oenanthe_leucura",41,33.68,22.4025860818995
"Oenanthe_lugens",22.44,30.85,17.8243693138778
"Cercomela_melanura",15.2,18.42,17.4817906430066
"Oenanthe_moesta",30.2,31.46,19.5726406889463
"Oenanthe_monacha",21.55,28.37,21.4063564880901
"Oenanthe_oenanthe",25.39,54.76,17.8703600383379
"Oenanthe_phillipsi",24.59,8.66,15.6058729732634
"Oenanthe_picata",21.59,34.89,17.2509061124641
"Oenanthe_pileata",26.8,-16.67,19.8935847310326
"Oenanthe_pleschanka",19.36,44.62,16.7908905187312
"Cercomela_scotocerca",16,9.29,14.9884881104808
"Oenanthe_xanthoprymna",22.7,35.3,17.2800322438474
"Ognorhynchus_icterotis",285,3.37,40.4100149045233
"Oncostoma_cinereigulare",6.4,15.29,11.8339192163127
"Oncostoma_olivaceum",6.6,8.27,14.0142713374458
"Gymnopithys_lunulatus",23.91,-4.51,19.736264405828
"Gymnopithys_salvini",25.9,-8.28,19.2915140140057
"Onychognathus_albirostris",137.29,11.23,26.3460434196983
"Onychognathus_blythii",100,11.45,30.5524862465337
"Onychognathus_frater",100,13.9,32.42429246502
"Onychognathus_fulgidus",109.03,1.28,31.522741930142
"Onychognathus_morio",132.9,-7.63,34.4300023710821
"Onychognathus_nabouroup",102.43,-25.78,28.0698463376837
"Onychognathus_neumanni",39.8,NA,32.0844445644896
"Onychognathus_salvadorii",160,4.09,31.5353701586463
"Onychognathus_tenuirostris",118,1.66,28.2045826819111
"Onychognathus_tristramii",122.73,20.64,31.2817436468862
"Onychognathus_walleri",93,-1.7,25.0925491709497
"Sterna_aleutica",120,57.31,37.1915676019657
"Sterna_anaethetus",119.42,-3.05,45.0690779660122
"Sterna_fuscata",185.72,-4.99,47.6835448989906
"Sterna_lunata",146,-4.28,45.3419878043588
"Onychorhynchus_coronatus",14,-2.16,22.5158702250438
"Onychorhynchus_mexicanus",16,NA,22.1733331339341
"Onychorhynchus_occidentalis",17,NA,26.1305729330983
"Onychorhynchus_swainsoni",17,NA,27.9804657845758
"Montifringilla_taczanowskii",50,33.89,13.8534013640601
"Opisthocomus_hoazin",696,-4.47,33.0289840172324
"Opisthoprora_euryptera",5.76,-1.1,16.2837344098836
"Oporornis_agilis",13.3,50.75,13.7973106885515
"Orchesticus_abeillei",31.5,-22.44,16.7197428759893
"Oreocharis_arfaki",19.7,-6.67,11.7293979145959
"Cossypha_isabellae",24,5.92,16.1163740031309
"Oreoica_gutturalis",62.8,-26.4,21.2783728503196
"Oreolais_pulchra",8.37,1.57,15.4334310164079
"Oreolais_ruwenzorii",9.9,-2.46,14.8713225082792
"Oreomystis_bairdi",14.24,22.08,16.5498408454936
"Oreonympha_nobilis",7.7,-13.51,27.9761281938348
"Oreophasis_derbianus",2071.54,15.56,42.9120542415883
"Prinia_robertsi",9.99,-18.86,14.4515074746218
"Oreopholus_ruficollis",131,-29.96,33.4126337689464
"Oreopsar_bolivianus",72.92,-18.86,24.1076602228917
"Oreopsittacus_arfaki",20.2,-5.11,18.4796642605681
"Oreornis_chrysogenys",66,-4.16,26.0531056718435
"Oreortyx_pictus",233,39.79,15.5259001438767
"Oreoscoptes_montanus",44.2,41.91,20.6548308163741
"Oreoscopus_gutturalis",20,-17.28,19.1678452417254
"Oreostruthus_fuliginosus",18.3,-5.4,10.6637062874157
"Parula_gutturalis",9.5,9.5,13.8668628935348
"Parula_superciliosa",9,19.79,14.0816167652626
"Oreothraupis_arremonops",73.72,2.87,19.087157876743
"Oreotrochilus_adela",7.85,-19.29,31.9574618553855
"Oreotrochilus_chimborazo",8.2,-0.91,24.8456633359846
"Oreotrochilus_estella",8.1,-16.88,22.2993773768283
"Oreotrochilus_leucopleurus",8.15,-32.29,24.0797591489777
"Oreotrochilus_melanogaster",9.1,-11.81,23.2479005095437
"Origma_solitaria",14.34,-33.25,14.0317967802379
"Oriolia_bernieri",52,-17.48,28.0061727903077
"Oriolus_albiloris",70.91,16.29,20.916956276726
"Oriolus_auratus",66.2,-2.83,30.0615875918726
"Oriolus_bouroensis",70.91,-5.59,37.1520855813287
"Oriolus_brachyrhynchus",49.02,2.05,23.9374546883123
"Oriolus_chinensis",82.6,21.06,38.4904097622523
"Oriolus_chlorocephalus",70.91,-8.36,26.3815555074513
"Oriolus_cruentus",64,-0.45,NA
"Oriolus_crassirostris",50,0,26.4519645528868
"Oriolus_melanotis",70.91,-9.14,34.5739385117777
"Oriolus_flavocinctus",109,-14.43,34.1380721541345
"Oriolus_forsteni",109,-3.41,36.9746870153584
"Oriolus_hosii",70.91,2.07,24.2019211424589
"Oriolus_isabellae",46.1,16.29,26.4452224569861
"Oriolus_oriolus",79,43.85,30.154972877726
"Oriolus_larvatus",66.1,-11.41,29.1083676083181
"Oriolus_mellianus",93,26.52,28.5814312541857
"Oriolus_monacha",70.91,9.87,24.1240387004018
"Oriolus_nigripennis",56.7,2.65,25.2523207660951
"Oriolus_percivali",61,-1.35,25.11395884398
"Oriolus_phaeochromus",70.91,0.55,30.2985193531495
"Oriolus_sagittatus",95.2,-23.48,31.8844946479965
"Oriolus_steerii",70.91,8.63,26.6979229910765
"Oriolus_szalayi",95.2,-6.84,34.0885942026041
"Oriolus_tenuirostris",81.38,21.08,36.3451770240851
